Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
polymeric cytoskeletal fiber (GO:0099513)	4/221	0.3115027305589518	1.0	0	0	1.4195723538284095	1.6557142045301643	ANXA1;LCP1;VIM;EZR
azurophil granule (GO:0042582)	3/154	0.3133237300030143	1.0	0	0	1.5278838808250574	1.7731372678112074	ANXA2;HEXA;PRDX6
platelet alpha granule (GO:0031091)	2/90	0.31877219721450667	1.0	0	0	1.7429193899782136	1.9926423470398529	FGB;ALDOA
azurophil granule lumen (GO:0035578)	2/90	0.31877219721450667	1.0	0	0	1.7429193899782136	1.9926423470398529	ANXA2;PRDX6
spindle midzone (GO:0051233)	1/30	0.31971249118857414	1.0	0	0	2.6143790849673203	2.9812631427077196	UNC119
endosomal part (GO:0044440)	1/31	0.3283991729634097	1.0	0	0	2.5300442757748263	2.817268614266558	ANXA1
vesicle coat (GO:0030120)	1/31	0.3283991729634097	1.0	0	0	2.5300442757748263	2.817268614266558	PDCD6
vacuolar lumen (GO:0005775)	3/161	0.33772820698435974	1.0	0	0	1.461454146876142	1.5864286858986631	ANXA2;HEXA;PRDX6
chromosome (GO:0005694)	2/97	0.35135159507052327	1.0	0	0	1.6171417020416414	1.6914782478603918	LIG4;TERF2IP
site of double-strand break (GO:0035861)	1/34	0.3538018476968448	1.0	0	0	2.306805074971165	2.39681262938166	ATF2
cytoplasmic ribonucleoprotein granule (GO:0036464)	3/170	0.3690225386085101	1.0	0	0	1.384083044982699	1.3797890056291586	CARHSP1;PCBP1;LIG4
site of DNA damage (GO:0090734)	1/37	0.3782473136715634	1.0	0	0	2.119766825649179	2.060852206318585	ATF2
phagocytic vesicle membrane (GO:0030670)	1/38	0.38618933899841923	1.0	0	0	2.063983488132095	1.963730679547537	ANXA3
endocytic vesicle (GO:0030139)	2/108	0.40138442088809395	1.0	0	0	1.4524328249818446	1.3258324695876313	PDIA3;HSPH1
contractile actin filament bundle (GO:0097517)	1/40	0.4017715032005301	1.0	0	0	1.9607843137254903	1.787983827377089	LCP1
condensed chromosome (GO:0000793)	1/40	0.4017715032005301	1.0	0	0	1.9607843137254903	1.787983827377089	LIG4
stress fiber (GO:0001725)	1/40	0.4017715032005301	1.0	0	0	1.9607843137254903	1.787983827377089	LCP1
trans-Golgi network (GO:0005802)	3/185	0.4205060159411398	1.0	0	0	1.2718600953895074	1.10180794026557	RAB10;CNST;ARFIP1
spindle (GO:0005819)	3/186	0.42389347056425125	1.0	0	0	1.2650221378874131	1.085734476897701	IQCB1;UNC119;CAPG
mitochondrial outer membrane (GO:0005741)	2/115	0.4322721726222095	1.0	0	0	1.3640238704177323	1.1440066290264768	ATF2;BID
intermediate filament (GO:0005882)	1/46	0.4461931133282966	1.0	0	0	1.7050298380221653	1.3759649294964342	VIM
recycling endosome (GO:0055037)	2/119	0.4495388918178533	1.0	0	0	1.3181743285549514	1.0539237520717286	PDIA3;RAB10
endoplasmic reticulum-Golgi intermediate compartment membrane (GO:0033116)	1/47	0.4532704143354618	1.0	0	0	1.668752607425949	1.3204278522481547	YKT6
recycling endosome membrane (GO:0055038)	1/47	0.4532704143354618	1.0	0	0	1.668752607425949	1.3204278522481547	PDIA3
late endosome membrane (GO:0031902)	1/48	0.4602576217839447	1.0	0	0	1.6339869281045751	1.267923037435599	ANXA2
mitochondrial respiratory chain complex I (GO:0005747)	1/51	0.4806900355743335	1.0	0	0	1.5378700499807767	1.1265399973662922	PARK7
nuclear chromosome (GO:0000228)	1/52	0.4873281499306791	1.0	0	0	1.508295625942685	1.0841893871104749	TERF2IP
ER to Golgi transport vesicle membrane (GO:0012507)	1/54	0.5003518790505704	1.0	0	0	1.4524328249818446	1.0057279157304482	PDCD6
cytoplasmic vesicle membrane (GO:0030659)	1/54	0.5003518790505704	1.0	0	0	1.4524328249818446	1.0057279157304482	RAB10
cytoplasmic vesicle (GO:0031410)	3/215	0.5185376968749109	1.0	0	0	1.094391244870041	0.7187332971194321	PRDX5;PDCD6;SOD1
axon (GO:0030424)	2/141	0.5388498243854191	1.0	0	0	1.1125017382839661	0.6878802568161269	GARS;PARK7
specific granule lumen (GO:0035580)	1/62	0.5492329794176511	1.0	0	0	1.2650221378874131	0.7580424503078502	ACAA1
PML body (GO:0016605)	1/62	0.5492329794176511	1.0	0	0	1.2650221378874131	0.7580424503078502	PARK7
polysome (GO:0005844)	1/63	0.5549981152632757	1.0	0	0	1.2449424214130096	0.7330103469200056	VIM
cation channel complex (GO:0034703)	1/65	0.5663089730781363	1.0	0	0	1.206636500754148	0.6861121700047427	FKBP1B
lytic vacuole membrane (GO:0098852)	3/233	0.5729115121957198	1.0	0	0	1.009845998485231	0.5625084606620362	HLA-DMB;ANXA2;UBA1
Cul3-RING ubiquitin ligase complex (GO:0031463)	1/70	0.5933488852069165	1.0	0	0	1.1204481792717087	0.5848433766775639	PDCD6
nucleoplasm part (GO:0044451)	5/407	0.5954005244155299	1.0	0	0	0.9635303752950812	0.4996106851879659	C11ORF54;TINF2;TERF2IP;S100P;TERF1
coated vesicle (GO:0030135)	1/71	0.5985518812687235	1.0	0	0	1.1046672190002762	0.5669616926220783	SNX3
specific granule (GO:0042581)	2/160	0.6075826992022166	1.0	0	0	0.9803921568627452	0.4884970418218755	ANXA3;ACAA1
trans-Golgi network membrane (GO:0032588)	1/85	0.6647998293642946	1.0	0	0	0.922722029988466	0.37671907000062	ARFIP1
lysosomal lumen (GO:0043202)	1/86	0.6690918554205593	1.0	0	0	0.9119927040583676	0.3664696084881045	HEXA
nuclear body (GO:0016604)	7/618	0.6769132037517769	1.0	0	0	0.8883812424646235	0.3466572181170197	C11ORF54;PCBP1;TINF2;TERF2IP;S100P;PARK7;TERF1
DNA-directed RNA polymerase II, holoenzyme (GO:0016591)	1/90	0.685719428969595	1.0	0	0	0.8714596949891068	0.3287901791624731	CDC73
centriole (GO:0005814)	1/95	0.7053382442687108	1.0	0	0	0.825593395252838	0.2881963361176543	CAPG
lysosomal membrane (GO:0005765)	3/291	0.7202464549529803	1.0	0	0	0.8085708510208207	0.2653420877275212	HLA-DMB;ANXA2;UBA1
clathrin-coated vesicle (GO:0030136)	1/100	0.7237368596186848	1.0	0	0	0.7843137254901962	0.2535901225310027	SNX3
chromatin (GO:0000785)	3/296	0.7308905898042896	1.0	0	0	0.7949125596184421	0.24919833257923607	UBE2B;UBA1;PARK7
microtubule cytoskeleton (GO:0015630)	4/388	0.731969375945232	1.0	0	0	0.8085708510208207	0.25228752944117616	IQCB1;UNC119;TBCA;GAPDH
spindle pole (GO:0000922)	1/107	0.7475880521208873	1.0	0	0	0.7330034817665384	0.2132330475903906	UNC119
early endosome (GO:0005769)	2/222	0.7777164743933155	1.0	0	0	0.7065889418830595	0.17763169053130112	SNX3;ANXA1
lysosome (GO:0005764)	4/422	0.7892299306297321	1.0	0	0	0.7434253322181954	0.17596697725073737	HLA-DMB;ANXA2;HEXA;UBA1
microtubule organizing center part (GO:0044450)	1/126	0.8024829330991989	1.0	0	0	0.6224712107065048	0.13697148544676174	CAPG
late endosome (GO:0005770)	1/140	0.8351603714364246	1.0	0	0	0.5602240896358543	0.10091401174915463	ANXA2
centrosome (GO:0005813)	4/461	0.8424490862549643	1.0	0	0	0.6805325166943134	0.11667188997595422	IQCB1;RANBP1;UNC119;CRMP1
Golgi subcompartment (GO:0098791)	4/479	0.8629440874926428	1.0	0	0	0.6549592697204142	0.09654451907781174	RAB10;CNST;ARFIP1;YKT6
nucleolus (GO:0005730)	6/676	0.8652006447693996	1.0	0	0	0.6961364427427776	0.10079626848427967	ACOX1;CAPG;CIAPIN1;TBCA;TERF1;ACAT2
microtubule organizing center (GO:0005815)	4/507	0.8902969785893754	1.0	0	0	0.6187879491046913	0.07190327608475847	IQCB1;RANBP1;UNC119;CRMP1
cullin-RING ubiquitin ligase complex (GO:0031461)	1/181	0.903010861811308	1.0	0	0	0.4333225002708266	0.044207863526613905	PDCD6
mitochondrial inner membrane (GO:0005743)	2/341	0.9336121856824975	1.0	0	0	0.4600080501408775	0.03159986003603125	PLA2G4A;SOD2
dendrite (GO:0030425)	1/215	0.9375764014422652	1.0	0	0	0.364797081623347	0.0235137362832096	CAPN2
nuclear chromatin (GO:0000790)	1/253	0.9618871131970207	1.0	0	0	0.31000542509493917	0.012046246966146803	UBE2B
Golgi membrane (GO:0000139)	2/442	0.9779161734324154	1.0	0	0	0.3548930884571024	0.00792523284805871	ARFIP1;YKT6
nuclear speck (GO:0016607)	1/296	0.9782174622128748	1.0	0	0	0.2649708532061474	0.005835527202811942	PCBP1
integral component of plasma membrane (GO:0005887)	1/1463	0.9999959308318193	1.0	0	0	0.05360996073070377	2.181483902177822E-7	YKT6
