Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
dicarboxylic acid metabolic process (GO:0043648)	10/59	3.4546210460470603E-9	9.27838484104113E-7	0	0	13.293452974410103	259.0036964906259	FH;ALDH5A1;GOT1;MDH1;MTHFD2;MDH2;GPT2;SHMT1;IDH1;DLST
organonitrogen compound biosynthetic process (GO:1901566)	15/181	1.1915025386281255E-8	3.0401187273096623E-6	0	0	6.499837504062398	118.59256155854845	OAT;GOT1;GSTO1;GPT2;GSTP1;AKR1A1;ASNS;PLA2G4A;GSTT1;PHOSPHO1;GSTA4;GSTA2;ESD;GSTA1;GSTT2B
neutrophil degranulation (GO:0043312)	24/479	1.300567687143812E-8	3.1603794797594633E-6	0	0	3.9297556183224858	71.3560305239232	GPI;DBNL;ANXA2;ANXA3;PGAM1;GSTP1;AGL;IDH1;NME2;PRDX6;RAB10;PKM;CAT;COTL1;PGM2;ALDOC;S100P;CAPN1;ALDOA;ACAA1;PPIA;S100A11;S100A8;PGM1
neutrophil activation involved in immune response (GO:0002283)	24/483	1.5252228899674685E-8	3.5378238215927233E-6	0	0	3.897211058336378	70.14410985153465	GPI;DBNL;ANXA2;ANXA3;PGAM1;GSTP1;AGL;IDH1;NME2;PRDX6;RAB10;PKM;CAT;COTL1;PGM2;ALDOC;S100P;CAPN1;ALDOA;ACAA1;PPIA;S100A11;S100A8;PGM1
neutrophil mediated immunity (GO:0002446)	24/487	1.7855886190043162E-8	3.961677705556098E-6	0	0	3.86520111124532	68.9587926059991	GPI;DBNL;ANXA2;ANXA3;PGAM1;GSTP1;AGL;IDH1;NME2;PRDX6;RAB10;PKM;CAT;COTL1;PGM2;ALDOC;S100P;CAPN1;ALDOA;ACAA1;PPIA;S100A11;S100A8;PGM1
negative regulation of apoptotic process (GO:0043066)	23/485	7.222906210550963E-8	1.5357704330183985E-5	0	0	3.7194259146957753	61.16009493356345	IGBP1;ARF4;ANXA1;GSTP1;GLO1;NME2;LIG4;ASNS;HSPB1;PARK7;NOL3;SOD2;SOD1;PRDX2;PRDX5;UFM1;BAG3;ARHGDIA;CFL1;CAT;CIAPIN1;BID;LACRT
peptide metabolic process (GO:0006518)	11/104	9.150732399940935E-8	1.8678474974759437E-5	0	0	8.295625942684767	134.44593896361056	ALDH5A1;GSTA4;GSTO1;GSTP1;GSTA2;GSTA1;GSTT2;GSTT1;IDE;GSTT2B;SOD1
monocarboxylic acid metabolic process (GO:0032787)	11/108	1.3532952526752512E-7	2.6561021824622332E-5	0	0	7.988380537400145	126.34065661081033	ALDH4A1;LDHB;LDHA;ALDH5A1;GLO1;KYNU;ALDH1A2;THEM4;ACAA1;DLD;LDHAL6B
cellular amino acid catabolic process (GO:0009063)	6/23	3.4086585168308204E-7	6.442364596810251E-5	0	0	20.460358056265985	304.6910861153459	ALDH6A1;ALDH5A1;ABAT;HSD17B10;DLD;BCAT2
hydrogen peroxide catabolic process (GO:0042744)	5/14	5.904192621429499E-7	1.0760391052555261E-4	0	0	28.01120448179272	401.74882180984525	PRDX2;PRDX5;PRDX1;CAT;PRDX6
unsaturated fatty acid metabolic process (GO:0033559)	7/44	1.2924396230216611E-6	2.274248067682599E-4	0	0	12.477718360071302	169.18512052565202	ACOX1;GSTP1;GSTA1;HSD17B4;PLA2G4A;ACAA1;CYP4F12
negative regulation of programmed cell death (GO:0043069)	19/408	1.3512245734331768E-6	2.298432999409834E-4	0	0	3.652441368704345	49.36091626673867	ARF4;ANXA1;GSTP1;GLO1;NME2;ASNS;HSPB1;PARK7;NOL3;PRDX2;PRDX5;UFM1;BAG3;ARHGDIA;CFL1;CAT;CIAPIN1;BID;LACRT
regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902175)	5/18	2.423476785333947E-6	3.9893554953416557E-4	0	0	21.786492374727672	281.70604271656146	HSPB1;P4HB;NOL3;SOD2;SOD1
removal of superoxide radicals (GO:0019430)	4/9	3.092735206187276E-6	4.931946174116772E-4	0	0	34.85838779956427	442.2293569882183	PRDX2;CCS;SOD2;SOD1
cellular response to superoxide (GO:0071451)	4/9	3.092735206187276E-6	4.7824932597495973E-4	0	0	34.85838779956427	442.2293569882183	PRDX2;CCS;SOD2;SOD1
fatty acid beta-oxidation (GO:0006635)	7/50	3.156446529039109E-6	4.737454893437227E-4	0	0	10.980392156862747	139.07834628179583	ACAA2;ACOX1;HSD17B4;ETFA;ETFB;ACAA1;ACAT2
sulfur compound biosynthetic process (GO:0044272)	10/122	3.7533091397137154E-6	5.472324725702597E-4	0	0	6.428801028608165	80.31419267016278	GSTA4;GSTO1;GSTP1;GSTA2;ESD;GSTA1;AKR1A1;GSTT1;GSTT2B;CNDP2
actin filament depolymerization (GO:0030042)	4/10	5.102925455874272E-6	7.233396833701781E-4	0	0	31.372549019607845	382.2963627887528	WDR1;CFL2;CFL1;DSTN
RNA-dependent DNA biosynthetic process (GO:0006278)	5/21	5.5784152835340275E-6	7.693690051857877E-4	0	0	18.674136321195146	225.893666130218	PTGES3;TERF2IP;POT1;TERF1;PPIA
long-chain fatty acid metabolic process (GO:0001676)	7/55	6.074295769495308E-6	8.157139818877516E-4	0	0	9.982174688057041	119.90033723667493	ACOX1;GSTP1;GSTA1;PLA2G4A;HSD17B4;ACAA1;CYP4F12
protein peptidyl-prolyl isomerization (GO:0000413)	6/37	6.75966619362732E-6	8.844763227200054E-4	0	0	12.718600953895074	151.40905626415957	FKBP1A;FKBP2;FKBP1B;FKBP7;PPIB;PPIA
peptidyl-proline modification (GO:0018208)	6/40	1.0809243074621557E-5	0.001378989185244845	0	0	11.764705882352942	134.53069352486824	FKBP1A;FKBP2;FKBP1B;FKBP7;PPIB;PPIA
negative regulation of oxidative stress-induced cell death (GO:1903202)	5/24	1.1293176465677632E-5	0.0014055873049842185	0	0	16.339869281045754	186.13254685021712	HSPB1;TXN;PARK7;SOD2;NOL3
protein depolymerization (GO:0051261)	5/25	1.397015740469138E-5	0.0016973741246700026	0	0	15.686274509803923	175.35038615564466	WDR1;CFL2;STMN1;CFL1;DSTN
response to unfolded protein (GO:0006986)	6/43	1.6627899076150106E-5	0.00197330625547893	0	0	10.943912448700411	120.43150321318265	HSPH1;HSPA4L;HSPB2;SERPINH1;HSPB1;HSPE1
hexose metabolic process (GO:0019318)	6/45	2.174707031108649E-5	0.0025221659044880533	0	0	10.457516339869281	112.27222491862032	ALDH5A1;AKR1A1;SORD;ALDOC;ALDOA;PGM1
cellular amino acid biosynthetic process (GO:0008652)	5/28	2.5047204677460804E-5	0.002840353010424055	0	0	14.00560224089636	148.3858309017104	OAT;GOT1;GPT2;ASNS;BCAT2
regulation of protein localization to early endosome (GO:1902965)	3/6	3.982105923372529E-5	0.004417540549341308	0	0	39.21568627450981	397.29861408378144	RDX;MSN;EZR
positive regulation of protein localization to early endosome (GO:1902966)	3/6	3.982105923372529E-5	0.0043235503248872376	0	0	39.21568627450981	397.29861408378144	RDX;MSN;EZR
positive regulation of protein localization to endosome (GO:1905668)	3/6	3.982105923372529E-5	0.00423347635978542	0	0	39.21568627450981	397.29861408378144	RDX;MSN;EZR
fatty acid oxidation (GO:0019395)	6/50	4.022829508404339E-5	0.004189489588038233	0	0	9.411764705882353	95.25590543170834	PECR;ACAA2;ACOX1;HSD17B4;ACAA1;ACAT2
2-oxoglutarate metabolic process (GO:0006103)	4/17	5.390284754173382E-5	0.005501324620109354	0	0	18.45444059976932	181.37628145526102	GOT1;IDH1;GPT2;DLST
regulation of early endosome to late endosome transport (GO:2000641)	4/17	5.390284754173382E-5	0.005393455509911131	0	0	18.45444059976932	181.37628145526102	SNX3;RDX;MSN;EZR
negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902176)	4/18	6.861136518290663E-5	0.006733149933237934	0	0	17.429193899782135	167.0945945748935	HSPB1;PARK7;NOL3;SOD2
glyceraldehyde-3-phosphate metabolic process (GO:0019682)	4/18	6.861136518290663E-5	0.00660610936845986	0	0	17.429193899782135	167.0945945748935	TPI1;RPE;ALDH1A1;PGM2
regulation of mitochondrial membrane permeability involved in apoptotic process (GO:1902108)	3/7	6.902974357759978E-5	0.00652331076808318	0	0	33.61344537815126	322.0495152910048	ATF2;ACAA2;THEM4
fructose metabolic process (GO:0006000)	3/7	6.902974357759978E-5	0.006404705117754395	0	0	33.61344537815126	322.0495152910048	SORD;ALDOC;ALDOA
malate metabolic process (GO:0006108)	3/7	6.902974357759978E-5	0.0062903353835087805	0	0	33.61344537815126	322.0495152910048	FH;MDH1;MDH2
protein homotetramerization (GO:0051289)	6/57	8.527643991525292E-5	0.007634485489255011	0	0	8.25593395252838	77.3549006749424	ALDH5A1;SHMT1;CAT;ALDOA;SOD2;HSD17B10
aspartate family amino acid catabolic process (GO:0009068)	4/19	8.603990887840656E-5	0.007570028534594977	0	0	16.51186790505676	154.5626305490383	GOT1;DLST;ALDH7A1;DLD
telomere capping (GO:0016233)	4/19	8.603990887840656E-5	0.007441722966212012	0	0	16.51186790505676	154.5626305490383	TINF2;TERF2IP;POT1;TERF1
telomere maintenance via telomerase (GO:0007004)	4/20	1.064763524780274E-4	0.00905581377825623	0	0	15.686274509803923	143.49157082242678	PTGES3;TERF2IP;POT1;TERF1
positive regulation of early endosome to late endosome transport (GO:2000643)	3/8	1.0940663990166563E-4	0.00915249317079016	0	0	29.411764705882355	268.24820517702017	RDX;MSN;EZR
branched-chain amino acid catabolic process (GO:0009083)	4/21	1.302172241985872E-4	0.010717717662667589	0	0	14.939309056956116	133.6516384183405	ALDH6A1;HSD17B10;DLD;BCAT2
protein tetramerization (GO:0051262)	7/90	1.5318950029625963E-4	0.01240834952399703	0	0	6.1002178649237475	53.58330620699061	ALDH5A1;ANXA2;SHMT1;CAT;ALDOA;SOD2;HSD17B10
branched-chain amino acid metabolic process (GO:0009081)	4/22	1.5756697591502277E-4	0.012563504345224394	0	0	14.260249554367203	124.85789584576465	ALDH6A1;HSD17B10;DLD;BCAT2
telomere organization (GO:0032200)	5/41	1.6685616659199208E-4	0.013099492586445162	0	0	9.564801530368245	83.19826297993964	PTGES3;TINF2;TERF2IP;POT1;TERF1
chaperone mediated protein folding requiring cofactor (GO:0051085)	4/24	2.2434634181537792E-4	0.017346051246725357	0	0	13.071895424836601	109.83424224024715	HSPH1;PTGES3;HSPA4L;HSPE1
epithelial cell differentiation (GO:0030855)	7/96	2.2908515976378092E-4	0.017448083138426478	0	0	5.718954248366014	47.93293891167413	RAB10;TAGLN;GSTA2;GSTA1;ANXA7;TAGLN2;ALDOC
positive regulation of cytoplasmic transport (GO:1903651)	3/10	2.3004797064103092E-4	0.01726374697325266	0	0	23.529411764705884	197.1111224184442	RDX;MSN;EZR
polarized epithelial cell differentiation (GO:0030859)	3/10	2.3004797064103092E-4	0.017013547741756244	0	0	23.529411764705884	197.1111224184442	RAB10;SLC9A3R1;MSN
protein kinase A signaling (GO:0010737)	3/10	2.3004797064103092E-4	0.016770497059731156	0	0	23.529411764705884	197.1111224184442	RDX;LCP1;EZR
carboxylic acid biosynthetic process (GO:0046394)	5/44	2.3439864373158743E-4	0.016846989844539306	0	0	8.9126559714795	74.49632162572368	OAT;GOT1;GPT2;AKR1A1;ASNS
regulation of ryanodine-sensitive calcium-release channel activity (GO:0060314)	4/25	2.6441826142220283E-4	0.018740644278298624	0	0	12.549019607843139	103.37855228192092	FKBP1A;GSTO1;FKBP1B;SRI
negative regulation of ryanodine-sensitive calcium-release channel activity (GO:0060315)	3/11	3.133396308603382E-4	0.021903727894250765	0	0	21.390374331550802	172.5823074455586	GSTO1;FKBP1B;SRI
purine nucleobase metabolic process (GO:0006144)	3/11	3.133396308603382E-4	0.021607731571355482	0	0	21.390374331550802	172.5823074455586	GDA;SHMT1;PAICS
negative regulation of release of sequestered calcium ion into cytosol (GO:0051280)	3/11	3.133396308603382E-4	0.02131962848373741	0	0	21.390374331550802	172.5823074455586	GSTO1;FKBP1B;SRI
telomere maintenance via telomere lengthening (GO:0010833)	4/27	3.595727133229454E-4	0.02414341521167093	0	0	11.619462599854756	92.14924199137674	PTGES3;TERF2IP;POT1;TERF1
regulation of release of sequestered calcium ion into cytosol (GO:0051279)	5/49	3.908044005166711E-4	0.025899673452423024	0	0	8.003201280512206	62.803548440023775	FKBP1A;GSTO1;FKBP1B;SRI;LACRT
lysine catabolic process (GO:0006554)	3/12	4.138573421411364E-4	0.027075820730079733	0	0	19.607843137254903	152.74488681807628	DLST;ALDH7A1;DLD
lysine metabolic process (GO:0006553)	3/12	4.138573421411364E-4	0.02673308882210404	0	0	19.607843137254903	152.74488681807628	DLST;ALDH7A1;DLD
telomere maintenance (GO:0000723)	5/51	4.715672887835327E-4	0.030080098433279596	0	0	7.6893502499038835	58.89618419002674	PTGES3;TINF2;TERF2IP;POT1;TERF1
superoxide metabolic process (GO:0006801)	4/29	4.7698770848703527E-4	0.030050225634683222	0	0	10.818120351588911	82.73719903479581	PRDX2;CCS;SOD2;SOD1
alpha-linolenic acid metabolic process (GO:0036109)	3/13	5.329580516934971E-4	0.03316688948526726	0	0	18.09954751131222	136.41751745084568	ACOX1;HSD17B4;ACAA1
'de novo' posttranslational protein folding (GO:0051084)	4/30	5.448984545223182E-4	0.03350140739069144	0	0	10.457516339869281	78.58730564850744	HSPH1;PTGES3;HSPA4L;HSPE1
phosphate-containing compound metabolic process (GO:0006796)	9/183	5.864338926693417E-4	0.03562585897966251	0	0	3.857280617164899	28.70376320615174	DUSP4;DUSP12;ISYNA1;GPX4;GFPT1;PLA2G4A;ALDOC;ALDOA;DUSP13
regulation of organelle organization (GO:0033043)	7/113	6.18251335816837E-4	0.03711690078439199	0	0	4.858580600381746	35.89818388787956	STMN1;RDX;CAPN2;MSN;EZR;TBC1D10A;S100A8
nucleobase-containing small molecule interconversion (GO:0015949)	4/31	6.194064972132256E-4	0.03675385296836152	0	0	10.120177103099305	74.75520608174938	DUT;NME2;TXN;NME1
ribonucleoside monophosphate biosynthetic process (GO:0009156)	3/14	6.719389651921211E-4	0.03941269585488959	0	0	16.80672268907563	122.77887474240308	ATIC;RFK;PAICS
epithelium development (GO:0060429)	7/115	6.864901878431957E-4	0.039808629870043494	0	0	4.774083546462063	34.77403606556469	TAGLN;ALDH1A2;GSTA2;GSTA1;ANXA7;TAGLN2;ALDOC
oxoacid metabolic process (GO:0043436)	4/32	7.008607351248147E-4	0.04018530709372954	0	0	9.803921568627452	71.20785643803426	SULT1A1;PPA2;BPNT1;SULT4A1
protein homooligomerization (GO:0051260)	9/190	7.67128687951074E-4	0.043496196606825896	0	0	3.715170278637771	26.648381386141118	PDCD6IP;ALDH5A1;SHMT1;CAT;TYSND1;IDE;ALDOA;SOD2;HSD17B10
platelet aggregation (GO:0070527)	4/33	7.896115273720373E-4	0.044278984881093476	0	0	9.506833036244801	67.91652497634693	FGB;CSRP1;HSPB1;CLIC1
positive regulation of intrinsic apoptotic signaling pathway (GO:2001244)	4/33	7.896115273720373E-4	0.04379769156716855	0	0	9.506833036244801	67.91652497634693	SLC9A3R1;BID;S100A8;SOD1
establishment or maintenance of epithelial cell apical/basal polarity (GO:0045197)	4/33	7.896115273720373E-4	0.04332674864709146	0	0	9.506833036244801	67.91652497634693	SLC9A3R1;PDCD6IP;WDR1;MSN
regulation of apoptotic process (GO:0042981)	22/815	7.921045148019326E-4	0.04300116318121555	0	0	2.1171658847588115	15.118294589957339	ARF4;ANXA1;GSTP1;GLO1;NME2;ASNS;HSPB1;PARK7;NOL3;NME1;SOD1;PRDX2;PRDX5;UFM1;LGALS1;BAG3;ARHGDIA;CFL1;CAT;CIAPIN1;BID;LACRT
fatty acid beta-oxidation using acyl-CoA oxidase (GO:0033540)	3/15	8.320391190118124E-4	0.0446936381507082	0	0	15.686274509803923	111.2412721600837	ACOX1;HSD17B4;ACAA1
protein localization to chromosome, telomeric region (GO:0070198)	3/15	8.320391190118124E-4	0.04422807941997165	0	0	15.686274509803923	111.2412721600837	TINF2;TERF2IP;POT1
fatty acid beta-oxidation using acyl-CoA dehydrogenase (GO:0033539)	3/15	8.320391190118124E-4	0.04377211983832246	0	0	15.686274509803923	111.2412721600837	ACOX1;ETFA;ETFB
response to reactive oxygen species (GO:0000302)	5/60	9.990632297652686E-4	0.05202264960706291	0	0	6.5359477124183005	45.154852864446504	PRDX5;GSTP1;CAT;SOD2;SOD1
neuron apoptotic process (GO:0051402)	3/16	0.0010144409171902046	0.052289818186076906	0	0	14.705882352941178	101.37378880511751	LIG4;BID;GAPDH
actin polymerization or depolymerization (GO:0008154)	4/36	0.0011031591936195096	0.056294213650403574	0	0	8.714596949891067	59.34272088256352	WDR1;CFL2;CFL1;DSTN
negative regulation of intrinsic apoptotic signaling pathway (GO:2001243)	5/62	0.001159565855975506	0.058586777851910965	0	0	6.325110689437065	42.755911486448326	HSPB1;PARK7;ENO1;NOL3;SOD2
regulation of cellular protein catabolic process (GO:1903362)	3/17	0.0012202716379267186	0.06104947223862789	0	0	13.840830449826992	92.85372721082922	RDX;MSN;EZR
regulation of telomere maintenance via telomere lengthening (GO:1904356)	3/17	0.0012202716379267186	0.06045675891592276	0	0	13.840830449826992	92.85372721082922	TINF2;POT1;TERF1
positive regulation of cellular protein catabolic process (GO:1903364)	3/17	0.0012202716379267186	0.05987544392634658	0	0	13.840830449826992	92.85372721082922	RDX;MSN;EZR
homotypic cell-cell adhesion (GO:0034109)	4/38	0.0013551221679138237	0.06585893736061184	0	0	8.25593395252838	54.52106227362399	FGB;CSRP1;HSPB1;CLIC1
fatty acid catabolic process (GO:0009062)	5/65	0.001435072915096876	0.06908657628055999	0	0	6.03318250377074	39.49646829048106	PECR;ACAA2;HSD17B4;ACAA1;ACAT2
glucan catabolic process (GO:0009251)	3/18	0.001450604905696623	0.06918165265205484	0	0	13.071895424836601	85.43496252550342	AGL;PGM2;PGM1
glycogen catabolic process (GO:0005980)	3/18	0.001450604905696623	0.06854108179416543	0	0	13.071895424836601	85.43496252550342	AGL;PGM2;PGM1
negative regulation of calcium-mediated signaling (GO:0050849)	3/18	0.001450604905696623	0.06791226452999878	0	0	13.071895424836601	85.43496252550342	GSTO1;FKBP1B;SRI
negative regulation of ERK1 and ERK2 cascade (GO:0070373)	4/40	0.0016447033002012779	0.07629928128115565	0	0	7.843137254901961	50.276041377660704	DUSP4;SLC9A3R1;GSTP1;EZR
cellular polysaccharide catabolic process (GO:0044247)	3/19	0.001706462132669815	0.07845113750463123	0	0	12.38390092879257	78.92672420952934	AGL;PGM2;PGM1
endothelial cell development (GO:0001885)	3/19	0.001706462132669815	0.07775068091976844	0	0	12.38390092879257	78.92672420952934	RDX;MSN;EZR
purine ribonucleoside bisphosphate metabolic process (GO:0034035)	3/19	0.001706462132669815	0.07706262179658466	0	0	12.38390092879257	78.92672420952934	SULT1A1;BPNT1;SULT4A1
positive regulation of oxidoreductase activity (GO:0051353)	3/19	0.001706462132669815	0.0763866338860883	0	0	12.38390092879257	78.92672420952934	RFK;COX17;PARK7
protein modification by small protein conjugation (GO:0032446)	13/398	0.0018841819177702862	0.08360852457723279	0	0	2.5618287516011433	16.07358362915066	UBE2B;USP9X;UBA5;ISG15;ASB12;UCHL3;CDC73;UFM1;PEX5;UFC1;UBE2N;UBA1;ASB1
negative regulation of telomere maintenance via telomerase (GO:0032211)	3/20	0.001988813929493265	0.08749066795003561	0	0	11.764705882352942	73.17902156780585	TINF2;POT1;TERF1
regulation of epithelial cell proliferation (GO:0050678)	5/72	0.002261990814564698	0.09865759937370645	0	0	5.446623093681918	33.178158834720946	TINF2;NME2;LACRT;CDC73;NME1
histone ubiquitination (GO:0016574)	3/21	0.00229858148518323	0.09940390948211883	0	0	11.204481792717086	68.0724155953538	UBE2B;UBE2N;CDC73
establishment of endothelial barrier (GO:0061028)	3/21	0.00229858148518323	0.09856858251168085	0	0	11.204481792717086	68.0724155953538	RDX;MSN;EZR
glutamate metabolic process (GO:0006536)	3/21	0.00229858148518323	0.09774717765741685	0	0	11.204481792717086	68.0724155953538	OAT;ALDH5A1;GOT1
protein repair (GO:0030091)	2/6	0.0023481615688298284	0.09903031806395549	0	0	26.143790849673202	158.27771419940805	PCMT1;TXN
negative regulation of cellular response to hypoxia (GO:1900038)	2/6	0.0023481615688298284	0.09821859414539848	0	0	26.143790849673202	158.27771419940805	ENO1;NOL3
negative regulation of stress-activated protein kinase signaling cascade (GO:0070303)	2/6	0.0023481615688298284	0.09742006898974483	0	0	26.143790849673202	158.27771419940805	IGBP1;GSTP1
purine nucleobase biosynthetic process (GO:0009113)	2/6	0.0023481615688298284	0.0966344232720856	0	0	26.143790849673202	158.27771419940805	SHMT1;PAICS
regulation of NAD(P)H oxidase activity (GO:0033860)	2/6	0.0023481615688298284	0.09586134788590892	0	0	26.143790849673202	158.27771419940805	RFK;PARK7
positive regulation of vesicle fusion (GO:0031340)	2/6	0.0023481615688298284	0.09510054353760805	0	0	26.143790849673202	158.27771419940805	ANXA1;ANXA2
regulation of cellular carbohydrate catabolic process (GO:0043471)	2/6	0.0023481615688298284	0.09435172036014657	0	0	26.143790849673202	158.27771419940805	PGAM1;PGAM2
gland morphogenesis (GO:0022612)	2/6	0.0023481615688298284	0.09361459754483292	0	0	26.143790849673202	158.27771419940805	SLC9A3R1;MSN
fatty acid metabolic process (GO:0006631)	6/106	0.0023884249658969754	0.09448164806955245	0	0	4.439511653718092	26.801869657563866	ALDH5A1;GPX4;ACOX1;THEM4;ACAA1;CYP4F12
icosanoid metabolic process (GO:0006690)	4/46	0.0027668034665823973	0.10860767761515365	0	0	6.820119352088661	40.170929979999464	GPX4;PLA2G4A;PTGR1;CYP4F12
regulation of intrinsic apoptotic signaling pathway (GO:2001242)	4/47	0.0029943257858926742	0.11664156095733066	0	0	6.675010429703796	38.78872714880929	SLC9A3R1;P4HB;BID;S100A8
regulation of organelle assembly (GO:1902115)	4/47	0.0029943257858926742	0.11575791276825997	0	0	6.675010429703796	38.78872714880929	PDCD6IP;RDX;MSN;EZR
cellular response to heat (GO:0034605)	4/47	0.0029943257858926742	0.11488755252188208	0	0	6.675010429703796	38.78872714880929	HSPH1;BAG3;PDCD6;HSPA4L
glutamine family amino acid metabolic process (GO:0009064)	3/23	0.0030038095900079055	0.11439134580455479	0	0	10.230179028132993	59.41559010304431	ALDH4A1;ALDH5A1;GOT1
regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880)	3/23	0.0030038095900079055	0.11354400250229883	0	0	10.230179028132993	59.41559010304431	GSTO1;FKBP1B;SRI
regulation of cell size (GO:0008361)	3/23	0.0030038095900079055	0.11270912013095839	0	0	10.230179028132993	59.41559010304431	SLC9A3R1;RDX;MSN
valine metabolic process (GO:0006573)	2/7	0.003259819300257056	0.1214223203592099	0	0	22.408963585434172	128.3155969637823	ALDH6A1;BCAT2
regulation of NADP metabolic process (GO:1902031)	2/7	0.003259819300257056	0.12054244847254895	0	0	22.408963585434172	128.3155969637823	PGAM1;PGAM2
