Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
fatty acid catabolic process (GO:0009062)	14/65	1.7717289152419554E-11	5.650707909049812E-9	0	0	11.247238401285399	278.4420343904655	PECR;ACOT8;PHYH;ACAA2;ECHS1;ECI1;CROT;ACAT2;ACAT1;NDUFAB1;NUDT19;HACL1;HADH;ACAA1
nicotinamide nucleotide metabolic process (GO:0046496)	12/45	3.3349314612202586E-11	1.0010679556827635E-8	0	0	13.92515230635335	335.9301499757889	LDHA;G6PD;TPI1;PKM;PGAM1;PGAM2;PGK1;BPGM;ENO2;ALDOA;DLD;PGM1
hydrogen peroxide metabolic process (GO:0042743)	9/20	4.3973581397632497E-11	1.2466510326228813E-8	0	0	23.49869451697128	560.383521582391	PRDX2;PRDX5;GPX1;PRDX1;CAT;HBB;PARK7;PRDX6;SOD1
cellular response to oxidative stress (GO:0034599)	17/115	6.944700221181839E-11	1.865200275194259E-8	0	0	7.719377908956749	180.55977868546248	G6PD;GPX1;GSTP1;TXNL1;HTRA2;PARK7;TXN;SOD2;PRDX6;TXN2;SOD1;PRDX2;PRDX5;CCS;PRDX1;CAT;CYCS
fatty acid metabolic process (GO:0006631)	16/106	1.84090707184224E-10	4.697074393805475E-8	0	0	7.882161682841518	176.68332434869842	ACOT8;PHYH;GPX1;GPX4;PNPLA8;ACSM5;CROT;CYP4F12;ACLY;ALDH5A1;ACOX1;NDUFAB1;NUDT19;ACOT1;THEM4;ACAA1
carbohydrate catabolic process (GO:0016052)	10/35	7.069923117093253E-10	1.7179913174536606E-7	0	0	14.919806042521445	314.36033307897384	LDHA;TPI1;PKM;PGAM1;PGAM2;PGK1;BPGM;ENO2;ALDOA;PGM1
acyl-CoA metabolic process (GO:0006637)	10/39	2.28688859491421E-9	5.304542045385097E-7	0	0	13.389569525339759	266.39986122269	ACOT8;SUCLA2;HMGCS1;THEM4;SUCLG2;ACOT1;DBI;ACSM5;SUCLG1;ACSF2
hydrogen peroxide catabolic process (GO:0042744)	7/14	2.7336721156975934E-9	6.065186437567313E-7	0	0	26.109660574412533	514.8203664296976	PRDX2;PRDX5;GPX1;PRDX1;CAT;HBB;PRDX6
glyceraldehyde-3-phosphate metabolic process (GO:0019682)	7/18	2.3724736718865316E-8	5.0444721448487375E-6	0	0	20.307513780098635	356.5338936118452	G6PD;TPI1;RPE;ALDH1A1;PGM2;PGLS;PGD
purine ribonucleoside monophosphate metabolic process (GO:0009167)	9/39	4.022165429299764E-8	8.210044074286678E-6	0	0	12.050612572805784	205.20819830099092	ATIC;PPAT;IMPDH2;GMPS;MYH8;AK3;AK4;HPRT1;PAICS
neutrophil degranulation (GO:0043312)	29/479	5.371678294861773E-8	1.0542951668722933E-5	0	0	3.16150378562824	52.92212019450952	GPI;GSTP1;STXBP2;HBB;GNS;LGALS3;COTL1;PGM2;CAPN1;ACAA1;S100A11;CTSC;PGM1;CTSB;ANXA3;PGAM1;IDH1;NME2;PRDX6;ACLY;PKM;IMPDH2;CAT;ALDOC;ALDOA;PPIA;NIT2;PAFAH1B2;S100A8
neutrophil activation involved in immune response (GO:0002283)	29/483	6.422317647091234E-8	1.2138180353002433E-5	0	0	3.135321559660304	51.92375210722082	GPI;GSTP1;STXBP2;HBB;GNS;LGALS3;COTL1;PGM2;CAPN1;ACAA1;S100A11;CTSC;PGM1;CTSB;ANXA3;PGAM1;IDH1;NME2;PRDX6;ACLY;PKM;IMPDH2;CAT;ALDOC;ALDOA;PPIA;NIT2;PAFAH1B2;S100A8
neutrophil mediated immunity (GO:0002446)	29/487	7.662224773329218E-8	1.3964404649392499E-5	0	0	3.1095694318602196	50.94836211446711	GPI;GSTP1;STXBP2;HBB;GNS;LGALS3;COTL1;PGM2;CAPN1;ACAA1;S100A11;CTSC;PGM1;CTSB;ANXA3;PGAM1;IDH1;NME2;PRDX6;ACLY;PKM;IMPDH2;CAT;ALDOC;ALDOA;PPIA;NIT2;PAFAH1B2;S100A8
peptide metabolic process (GO:0006518)	13/104	9.643211736129386E-8	1.6968727410161467E-5	0	0	6.527415143603133	105.44664832356169	GSTK1;G6PD;GPX1;GSTO1;GSTP1;GSTT2;GSTT1;IDE;SOD1;NPEPPS;ALDH5A1;ETHE1;GSTT2B
glutathione derivative biosynthetic process (GO:1901687)	7/22	1.190013315345131E-7	2.024212649402068E-5	0	0	16.615238547353428	264.9155425628359	GSTK1;GSTO1;GSTP1;ESD;AKR1A1;GSTT1;GSTT2B
glutathione derivative metabolic process (GO:1901685)	7/22	1.190013315345131E-7	1.9589154671632915E-5	0	0	16.615238547353428	264.9155425628359	GSTK1;GSTO1;GSTP1;ESD;AKR1A1;GSTT1;GSTT2B
ribonucleoside monophosphate biosynthetic process (GO:0009156)	6/14	1.2508309061655247E-7	1.9946844106758353E-5	0	0	22.37970906378217	355.7095321643443	ATIC;IMPDH2;PPAT;RFK;GMPS;PAICS
cellular amino acid catabolic process (GO:0009063)	7/23	1.6825986902559898E-7	2.6019094292049442E-5	0	0	15.892836871381542	247.89259505642482	ALDH6A1;ALDH5A1;ABAT;HSD17B10;DLD;ACAT1;BCAT2
fatty acid beta-oxidation using acyl-CoA oxidase (GO:0033540)	6/15	2.051121419501905E-7	3.078491942270065E-5	0	0	20.887728459530027	321.6649393936948	ACOT8;ACOX1;CROT;ACOX3;ACAA1;DECR2
nucleoside phosphate biosynthetic process (GO:1901293)	5/9	2.967785181006146E-7	4.3270307939069606E-5	0	0	29.010733971569483	436.0394460876075	AK1;CMPK1;NME2;AK4;SUCLG1
nucleoside triphosphate biosynthetic process (GO:0009142)	5/9	2.967785181006146E-7	4.2068354940762116E-5	0	0	29.010733971569483	436.0394460876075	AK1;CMPK1;NME2;AK4;SUCLG1
secondary alcohol biosynthetic process (GO:1902653)	8/36	3.183053134918155E-7	4.390032472293877E-5	0	0	11.604293588627792	173.6031889695663	ACLY;G6PD;ERG28;ACAA2;HMGCS1;MVD;ACAT2;ACAT1
protein peptidyl-prolyl isomerization (GO:0000413)	8/37	3.9937696643517E-7	5.363212262417559E-5	0	0	11.290664032178393	166.34941881922688	FKBP1A;FKBP2;FKBP1B;PPIF;FKBP7;PPIB;PPIA;FKBP3
coenzyme metabolic process (GO:0006732)	9/51	4.7146831226247745E-7	6.168981531988264E-5	0	0	9.215174320380894	134.24125888522352	ACLY;ACOT8;ACOT1;THEM4;DBI;ACSM5;CROT;ACSF2;ACAT1
2-oxoglutarate metabolic process (GO:0006103)	6/17	4.909770870975511E-7	6.263640188647008E-5	0	0	18.43034864076179	267.7352488286876	PHYH;GOT1;IDH1;GPT2;GOT2;IDH2
sterol biosynthetic process (GO:0016126)	8/40	7.566104098572756E-7	9.41703151585775E-5	0	0	10.443864229765014	147.20018136928755	ACLY;G6PD;ERG28;ACAA2;HMGCS1;MVD;ACAT2;ACAT1
peptidyl-proline modification (GO:0018208)	8/40	7.566104098572756E-7	9.192816479765899E-5	0	0	10.443864229765014	147.20018136928755	FKBP1A;FKBP2;FKBP1B;PPIF;FKBP7;PPIB;PPIA;FKBP3
regulated exocytosis (GO:0045055)	14/148	1.015536223665069E-6	1.2051817091541505E-4	0	0	4.9396655140780465	68.16784736472935	FGB;APP;TGFB2;SPARC;WDR1;STXBP2;ANXA5;SOD1;RAB26;TAGLN2;NHLRC2;A2M;ALDOA;RAB11FIP5
ribose phosphate metabolic process (GO:0019693)	5/12	1.7789019737949395E-6	2.0631219936989947E-4	0	0	21.75805047867711	288.06601942246647	G6PD;RPE;PGM2;PGLS;PGD
pentose-phosphate shunt (GO:0006098)	5/12	1.7789019737949395E-6	2.0172748382834614E-4	0	0	21.75805047867711	288.06601942246647	G6PD;RPE;PGM2;PGLS;PGD
purine nucleoside monophosphate biosynthetic process (GO:0009127)	5/12	1.7789019737949395E-6	1.9734210374512123E-4	0	0	21.75805047867711	288.06601942246647	ATIC;IMPDH2;PPAT;GMPS;PAICS
regulation of cellular carbohydrate catabolic process (GO:0043471)	4/6	1.926499183714917E-6	2.0916862413823879E-4	0	0	34.81288076588337	458.1307605428832	TIGAR;PGAM1;PGAM2;BPGM
branched-chain amino acid catabolic process (GO:0009083)	6/21	2.0174552100695402E-6	2.1448070702051797E-4	0	0	14.919806042521445	195.6534671802726	HMGCL;ALDH6A1;HSD17B10;DLD;ACAT1;BCAT2
epithelial cell differentiation (GO:0030855)	11/96	2.26236917788297E-6	2.356095900966693E-4	0	0	5.983463881636205	77.77963328694347	LGALS3;GSTK1;TAGLN;TST;ANXA4;PGK1;ANXA7;TAGLN2;ALDOC;CTSB;PCK2
phosphate-containing compound metabolic process (GO:0006796)	15/183	2.5771555065167467E-6	2.630244909950992E-4	0	0	4.28027222531353	55.08207115568855	DUSP4;G6PD;ISYNA1;TIGAR;DUSP3;GPX4;EPHX2;HDHD2;DUSP13;MINPP1;DUSP12;IMPA1;PGK1;ALDOC;ALDOA
nucleoside triphosphate metabolic process (GO:0009141)	5/14	4.356590014282273E-6	4.359152714290674E-4	0	0	18.649757553151808	230.20926731489035	AK1;NME2;CMPK1;AK4;SUCLG1
regulation of NADP metabolic process (GO:1902031)	4/7	4.427130254282516E-6	4.344547247616092E-4	0	0	29.83961208504289	367.855545899275	TIGAR;PGAM1;PGAM2;BPGM
platelet degranulation (GO:0002576)	12/124	4.747287276448622E-6	4.5708315040976076E-4	0	0	5.05348269182178	61.94527349154702	FGB;APP;TGFB2;SPARC;WDR1;STXBP2;ANXA5;TAGLN2;NHLRC2;A2M;ALDOA;SOD1
glucose 6-phosphate metabolic process (GO:0051156)	5/16	9.209411731880533E-6	8.702894086627103E-4	0	0	16.318537859007833	189.21809044544707	G6PD;RPE;PGM2;PGLS;PGD
regulation of epithelial cell proliferation (GO:0050678)	9/72	9.258346152411405E-6	8.590061893773709E-4	0	0	6.527415143603133	75.65264442890835	TGFB2;GPX1;TINF2;NME2;STRAP;MCC;LACRT;NME1;ZFP36L1
organonitrogen compound biosynthetic process (GO:1901566)	14/181	1.0831930838446265E-5	9.87059697653416E-4	0	0	4.039063514273762	46.1786625432875	GSTK1;OAT;GOT1;GSTO1;GPT2;GSTP1;GOT2;AKR1A1;ASNS;GSTT1;INHBA;PHOSPHO1;ESD;GSTT2B
protein homotetramerization (GO:0051289)	8/57	1.2240955728664083E-5	0.0010958876681293477	0	0	7.329027529659657	82.89660172430888	ALDH5A1;CAT;HPRT1;DNM1L;ALDOA;SOD2;HSD17B10;CRYZ
cellular amino acid biosynthetic process (GO:0008652)	6/28	1.2505044019793005E-5	0.0011002282695345466	0	0	11.189854531891084	126.32650287354177	OAT;GOT1;GPT2;GOT2;ASNS;BCAT2
regulation of early endosome to late endosome transport (GO:2000641)	5/17	1.2842130842290065E-5	0.001110735486240783	0	0	15.35862386730149	172.9807912766369	SNX3;MAP2K2;RDX;SNX12;MSN
epithelium development (GO:0060429)	11/115	1.3200402349106166E-5	0.0011226942197914795	0	0	4.9948915881484846	56.11892188728779	LGALS3;GSTK1;TAGLN;TST;ANXA4;ALDH1A2;PGK1;ANXA7;TAGLN2;ALDOC;CTSB
removal of superoxide radicals (GO:0019430)	4/9	1.545922185500849E-5	0.0012932526086247267	0	0	23.208587177255584	257.0885952739308	PRDX2;CCS;SOD2;SOD1
cellular response to superoxide (GO:0071451)	4/9	1.545922185500849E-5	0.0012723936955823924	0	0	23.208587177255584	257.0885952739308	PRDX2;CCS;SOD2;SOD1
response to hydrogen peroxide (GO:0042542)	7/43	1.5903032815397362E-5	0.0012881456580471865	0	0	8.500819721901756	93.92556326036	GPX1;CAT;PPIF;HBB;PARK7;FXN;SOD1
unsaturated fatty acid metabolic process (GO:0033559)	7/44	1.8603183179728365E-5	0.0014833131838461538	0	0	8.307619273676714	90.48806666549751	ACOT8;PNPLA8;ACOX1;GSTP1;ACAA1;DECR2;CYP4F12
NADP metabolic process (GO:0006739)	5/19	2.338166632363059E-5	0.0018356406653767215	0	0	13.741926618111858	146.5378361018662	G6PD;RPE;PGM2;PGLS;PGD
negative regulation of apoptotic process (GO:0043066)	24/485	2.3880406277357434E-5	0.0018463895944447724	0	0	2.584048881591343	27.50061685026816	IGBP1;ANXA1;GPX1;TSLP;ANXA4;GSTP1;GLO1;ANXA5;NME2;LIG4;ASNS;PARK7;TRIAP1;SOD2;SOD1;PRDX2;PRDX5;UFM1;ARHGDIA;CFL1;CAT;PPIF;LACRT;FXN
interleukin-12-mediated signaling pathway (GO:0035722)	7/46	2.514360465418042E-5	0.0019150420082131743	0	0	7.946418435690771	84.15977849133353	MTAP;GSTO1;CFL1;MSN;SOD2;PPIA;SOD1
cellular response to interleukin-12 (GO:0071349)	7/46	2.514360465418042E-5	0.001886879625739451	0	0	7.946418435690771	84.15977849133353	MTAP;GSTO1;CFL1;MSN;SOD2;PPIA;SOD1
actin filament depolymerization (GO:0030042)	4/10	2.5375996157877124E-5	0.0018767204115021298	0	0	20.887728459530027	221.02781961189746	WDR1;CFL2;CFL1;DSTN
negative regulation of apoptotic signaling pathway (GO:2001234)	8/65	3.2727951016979455E-5	0.0023858676291378025	0	0	6.426993372163086	66.37336701511754	LGALS3;ACAA2;GPX1;GSTP1;PPIF;PARK7;TRIAP1;FXN
purine ribonucleotide metabolic process (GO:0009150)	8/66	3.662780248947899E-5	0.0026325588183635394	0	0	6.329614684706068	64.65513395091614	ACLY;HINT1;MYH8;AK3;AK4;CROT;HPRT1;ACAT1
purine nucleobase metabolic process (GO:0006144)	4/11	3.9274278061072E-5	0.0027835644575784782	0	0	18.988844054118207	192.64069794696354	GDA;GMPS;HPRT1;PAICS
regulation of apoptotic process (GO:0042981)	33/815	4.553979321291317E-5	0.0031834186954177524	0	0	2.114401960627273	21.13751578643911	DIABLO;GSTP1;GLO1;PDCD5;HTRA2;PARK7;TRIAP1;NDRG1;PRDX2;PRDX5;ARHGDIA;CFL1;NME2P1;DNM1L;CTSB;TGM2;TGFB2;ANXA1;MAP2K2;TSLP;ANXA4;ANXA5;NME2;ASNS;INHBA;NME1;SOD1;UFM1;CAT;PPIF;TNIK;LACRT;FXN
cholesterol biosynthetic process (GO:0006695)	6/35	4.8113371949146245E-5	0.0033178721223850447	0	0	8.951883625512869	88.99918313812016	ACLY;G6PD;ACAA2;HMGCS1;MVD;ACAT2
branched-chain amino acid metabolic process (GO:0009081)	5/22	5.050503404203266E-5	0.003436362516219902	0	0	11.868027533823877	117.41558916034218	ALDH6A1;HSD17B10;DLD;ACAT1;BCAT2
protein tetramerization (GO:0051262)	9/90	5.6774871199747E-5	0.003812133785951434	0	0	5.221932114882507	51.051784535685755	HMGCL;ALDH5A1;CAT;HPRT1;DNM1L;ALDOA;SOD2;HSD17B10;CRYZ
glutamine family amino acid metabolic process (GO:0009064)	5/23	6.352505860402208E-5	0.004209978883848372	0	0	11.352026336701101	109.70684647773514	ALDH4A1;ALDH5A1;GOT1;GOT2;NIT2
regulation of cellular amide metabolic process (GO:0034248)	6/38	7.796429881203419E-5	0.0051006643184334675	0	0	8.245155970867115	77.9930703058357	MTPN;APP;TIGAR;PGAM1;PGAM2;BPGM
long-chain fatty acid metabolic process (GO:0001676)	7/55	8.223137918138402E-5	0.005311730733703832	0	0	6.646095418941371	62.51299796645364	ACOT8;ACOX1;PNPLA8;GSTP1;ACOT1;ACAA1;CYP4F12
tricarboxylic acid metabolic process (GO:0072350)	4/13	8.254539244749964E-5	0.005265364220744884	0	0	16.067483430407712	151.06908543000014	ACLY;IDH1;IDH2;ACO2
purine ribonucleoside monophosphate biosynthetic process (GO:0009168)	6/39	9.066566398121814E-5	0.005711936830816743	0	0	8.033741715203856	74.78073379737474	ATIC;PPAT;IMPDH2;GMPS;ALDOA;PAICS
alpha-amino acid catabolic process (GO:1901606)	6/39	9.066566398121814E-5	0.0056422790645872705	0	0	8.033741715203856	74.78073379737474	ALDH4A1;HMGCL;ALDH6A1;KYNU;GOT2;ACAT1
monocarboxylic acid catabolic process (GO:0072329)	5/25	9.719231142668688E-5	0.005975570665185339	0	0	10.443864229765014	96.48897075900766	ACOT8;ALDH5A1;NUDT19;ABAT;ACAA1
regulation of release of cytochrome c from mitochondria (GO:0090199)	6/40	1.0495972722515447E-4	0.006376303428928133	0	0	7.832898172323759	71.76449476462855	GPX1;PDCD5;PPIF;TRIAP1;DNM1L;FXN
acetyl-CoA metabolic process (GO:0006084)	4/14	1.1382117310412742E-4	0.006833287604121909	0	0	14.919806042521445	135.48499810789482	ACLY;HMGCS1;MVD;ACAT1
negative regulation of programmed cell death (GO:0043069)	20/408	1.2890608089630778E-4	0.007648927102486727	0	0	2.559770644550248	22.92639756778473	TIGAR;ANXA1;TSLP;ANXA4;GSTP1;GLO1;ANXA5;NME2;ASNS;PARK7;TRIAP1;PRDX2;PRDX5;UFM1;ARHGDIA;CFL1;CAT;PPIF;LACRT;FXN
protein repair (GO:0030091)	3/6	1.335028102858828E-4	0.007830630355044365	0	0	26.109660574412533	232.9344133032625	PCMT1;MSRB2;TXN
succinyl-CoA metabolic process (GO:0006104)	3/6	1.335028102858828E-4	0.007741645919191589	0	0	26.109660574412533	232.9344133032625	SUCLA2;SUCLG2;SUCLG1
gland morphogenesis (GO:0022612)	3/6	1.335028102858828E-4	0.007654661133582695	0	0	26.109660574412533	232.9344133032625	SLC9A3R1;TGFB2;MSN
response to reactive oxygen species (GO:0000302)	7/60	1.4418765710174817E-4	0.008175440157669122	0	0	6.092254134029591	53.882301590301715	PRDX5;GPX1;GSTP1;CAT;HBB;SOD2;SOD1
negative regulation of release of cytochrome c from mitochondria (GO:0090201)	4/15	1.52871958194567E-4	0.008572589040295333	0	0	13.92515230635335	122.34513297117005	GPX1;PPIF;TRIAP1;FXN
carboxylic acid biosynthetic process (GO:0046394)	6/44	1.8098397059549174E-4	0.01003870871683472	0	0	7.120816520294326	61.360802925701684	OAT;GOT1;GPT2;GOT2;AKR1A1;ASNS
protein maturation (GO:0051604)	8/83	1.8968344051096707E-4	0.010408113945456612	0	0	5.033187580609645	43.13519256532819	GCSH;NFU1;GLRX5;NDUFAB1;LONP2;PMPCB;TYSND1;PMPCA
hexose metabolic process (GO:0019318)	6/45	2.05493836068697E-4	0.011155691972963414	0	0	6.962576153176675	59.11292963813657	ALDH5A1;AKR1A1;SORD;ALDOC;ALDOA;PGM1
oxaloacetate metabolic process (GO:0006107)	3/7	2.3031045832392626E-4	0.012371308092915744	0	0	22.37970906378217	187.45428587305847	ACLY;MDH1;NIT2
nucleoside diphosphate metabolic process (GO:0009132)	3/7	2.3031045832392626E-4	0.012242440300281205	0	0	22.37970906378217	187.45428587305847	AK1;CMPK1;AK4
fructose metabolic process (GO:0006000)	3/7	2.3031045832392626E-4	0.012116229575536038	0	0	22.37970906378217	187.45428587305847	SORD;ALDOC;ALDOA
xenobiotic catabolic process (GO:0042178)	3/7	2.3031045832392626E-4	0.011992594579867302	0	0	22.37970906378217	187.45428587305847	GSTO1;ACAA1;CRYZ
fructose 1,6-bisphosphate metabolic process (GO:0030388)	3/7	2.3031045832392626E-4	0.011871457260878744	0	0	22.37970906378217	187.45428587305847	TIGAR;ALDOC;ALDOA
glyoxylate metabolic process (GO:0046487)	3/7	2.3031045832392626E-4	0.011752742688269957	0	0	22.37970906378217	187.45428587305847	ALDH4A1;GRHPR;GOT2
malate metabolic process (GO:0006108)	3/7	2.3031045832392626E-4	0.011636378899277185	0	0	22.37970906378217	187.45428587305847	FH;MDH1;MDH2
protein homooligomerization (GO:0051260)	12/190	3.1287686513373984E-4	0.01565304551742622	0	0	3.298062388346846	26.61437684855517	PDCD6IP;ALDH5A1;CAT;HTRA2;TYSND1;HPRT1;IDE;DNM1L;ALDOA;SOD2;HSD17B10;CRYZ
cholesterol metabolic process (GO:0008203)	7/68	3.175341658971416E-4	0.015731814063816636	0	0	5.375518353555521	43.299397906675495	ACLY;G6PD;ACAA2;HMGCS1;FDX1;MVD;ACAT2
nucleoside diphosphate phosphorylation (GO:0006165)	3/8	3.632656246246371E-4	0.017824466177495415	0	0	19.582245430809397	155.09875149515838	AK1;CMPK1;AK4
protein lipoylation (GO:0009249)	3/8	3.632656246246371E-4	0.01765470935675736	0	0	19.582245430809397	155.09875149515838	GCSH;GLRX5;NDUFAB1
negative regulation of establishment of protein localization (GO:1904950)	3/8	3.632656246246371E-4	0.01748815549490116	0	0	19.582245430809397	155.09875149515838	SNX3;SNX12;TERF1
fatty acid alpha-oxidation (GO:0001561)	3/8	3.632656246246371E-4	0.017324714789341337	0	0	19.582245430809397	155.09875149515838	PECR;PHYH;HACL1
nucleotide phosphorylation (GO:0046939)	3/8	3.632656246246371E-4	0.017164300763514103	0	0	19.582245430809397	155.09875149515838	AK1;CMPK1;AK4
negative regulation of mitochondrion organization (GO:0010823)	5/33	3.828734926641608E-4	0.01792480213821296	0	0	7.912018355882585	62.25022493636113	ACAA2;GPX1;PPIF;TRIAP1;FXN
positive regulation of oxidoreductase activity (GO:0051353)	4/19	4.085493753276951E-4	0.018952976929974802	0	0	10.993541294489487	85.78147897356764	RFK;COX17;PARK7;FXN
aspartate family amino acid catabolic process (GO:0009068)	4/19	4.085493753276951E-4	0.01878222939006512	0	0	10.993541294489487	85.78147897356764	GOT1;GOT2;ALDH7A1;DLD
purine nucleotide metabolic process (GO:0006163)	4/20	5.030154336272036E-4	0.022918640694639465	0	0	10.443864229765014	79.31999692093764	GPX1;GDA;PPAT;HPRT1
sulfur compound biosynthetic process (GO:0044272)	9/122	5.740739246649765E-4	0.025924772013852876	0	0	3.8522450027821766	28.74835056794965	MPST;GSTK1;GSTO1;GSTP1;ESD;AKR1A1;GSTT1;GSTT2B;CNDP2
actin polymerization or depolymerization (GO:0008154)	5/36	5.802302918305912E-4	0.02597294016852199	0	0	7.252683492892371	54.04761733644408	WDR1;CFL2;CFL1;MSRB2;DSTN
glutamate metabolic process (GO:0006536)	4/21	6.120439609429172E-4	0.02715878550166701	0	0	9.946537361680964	73.59151009748243	OAT;ALDH5A1;GOT1;GOT2
organonitrogen compound catabolic process (GO:1901565)	6/56	6.865104175248976E-4	0.03020054017784097	0	0	5.594927265945542	40.75283005241743	MPST;NPEPPS;TST;PNPLA8;IDE;UCHL3
purine-containing compound biosynthetic process (GO:0072522)	4/22	7.368310769511779E-4	0.03213717081779368	0	0	9.494422027059104	68.48470824248902	PPAT;GMPS;HPRT1;PAICS
aspartate family amino acid metabolic process (GO:0009066)	3/10	7.565118850166787E-4	0.03271593346813654	0	0	15.665796344647518	112.5868247675452	GOT1;GOT2;NIT2
protein-cofactor linkage (GO:0018065)	3/10	7.565118850166787E-4	0.03244100965747993	0	0	15.665796344647518	112.5868247675452	GCSH;GLRX5;NDUFAB1
coenzyme A metabolic process (GO:0015936)	3/10	7.565118850166787E-4	0.032170667910334266	0	0	15.665796344647518	112.5868247675452	ACLY;CROT;ACAT1
UV protection (GO:0009650)	3/10	7.565118850166787E-4	0.0319047946218191	0	0	15.665796344647518	112.5868247675452	FEN1;GPX1;CAT
negative regulation of MAPK cascade (GO:0043409)	7/80	8.555116816164039E-4	0.03578423042039762	0	0	4.569190600522193	32.27589795692465	DUSP4;IGBP1;SLC9A3R1;UCHL1;DUSP3;RGS14;GSTP1
