Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
epidermal cell differentiation (GO:0009913)	6/67	1.3781637765033575E-5	0.002131142348938374	0	0	11.48105625717566	128.4979730030735	TGM1;FLG;SPRR3;EVPL;TGM3;IVL
positive regulation of endothelial cell proliferation (GO:0001938)	6/67	1.3781637765033575E-5	0.002068461691616657	0	0	11.48105625717566	128.4979730030735	NRP1;ECM1;VEGFB;HMOX1;PGF;VEGFA
phagocytosis, engulfment (GO:0006911)	7/104	1.7308827662275258E-5	0.0025236270731597327	0	0	8.629191321499015	94.6129899158734	IGHG3;C3;IGHG4;IGHG1;IGKC;IGHA1;THBS1
positive regulation of epithelial cell proliferation (GO:0050679)	7/107	2.0836182356035967E-5	0.0029535288489680985	0	0	8.387251377905583	90.40466909064351	TGM1;NRP1;ECM1;VEGFB;IGF1;PGF;VEGFA
negative regulation of cysteine-type endopeptidase activity (GO:2000117)	6/72	2.0895720245325545E-5	0.002881915146267466	0	0	10.683760683760683	115.12784394138122	CST1;THBS1;CST6;LTF;CST4;VEGFA
regulation of endothelial cell proliferation (GO:0001936)	6/79	3.5544907480077144E-5	0.004773306917653517	0	0	9.737098344693282	99.7537844350709	NRP1;ECM1;VEGFB;THBS1;PGF;VEGFA
induction of positive chemotaxis (GO:0050930)	3/10	5.3658192727452E-5	0.007020968140722757	0	0	38.46153846153846	378.1875536001473	VEGFB;PGF;VEGFA
positive regulation of substrate adhesion-dependent cell spreading (GO:1900026)	4/27	5.434393388432132E-5	0.006932927365292292	0	0	18.99335232668566	186.5180923587873	NRP1;FGA;FGG;APOA1
regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:1903587)	3/11	7.335787267371665E-5	0.00913037132326771	0	0	34.96503496503497	332.8727527582661	HMOX1;THBS1;VEGFA
regulation of angiogenesis (GO:0045765)	8/177	7.654380121711032E-5	0.009300071847878904	0	0	5.794582065768506	54.919005742749505	ECM1;NPR1;VEGFB;HMOX1;THBS1;PGF;DCN;VEGFA
phagocytosis (GO:0006909)	7/135	9.223181806757999E-5	0.010945557386020016	0	0	6.647673314339981	61.76489811976569	IGHG3;C3;IGHG4;IGHG1;IGKC;IGHA1;ELANE
plasminogen activation (GO:0031639)	3/12	9.725102178906713E-5	0.01127890827703658	0	0	32.05128205128205	296.0966368170661	FGA;FGG;PLAT
positive regulation of cell proliferation (GO:0008284)	12/424	1.2704264073530426E-4	0.014406635459383504	0	0	3.62844702467344	32.550753897086686	SERPINB3;IGF2;HMOX1;IGF1;TIMP1;NCCRP1;THBS1;PGF;ELANE;AGT;LTF;VEGFA
positive regulation of angiogenesis (GO:0045766)	6/103	1.568226071017518E-4	0.017397081826961727	0	0	7.468259895444362	65.42490875650309	ECM1;VEGFB;HMOX1;THBS1;PGF;VEGFA
plasma membrane invagination (GO:0099024)	6/103	1.568226071017518E-4	0.017026931149792326	0	0	7.468259895444362	65.42490875650309	IGHG3;C3;IGHG4;IGHG1;IGKC;IGHA1
positive regulation of vasculature development (GO:1904018)	6/104	1.6536431653807126E-4	0.0175802939019537	0	0	7.396449704142013	64.4035468864541	ECM1;VEGFB;HMOX1;THBS1;PGF;VEGFA
negative regulation of blood coagulation (GO:0030195)	4/36	1.727147952250968E-4	0.01798701224558508	0	0	14.245014245014245	123.41693598843173	FGA;FGG;PLAT;PLG
regulation of cysteine-type endopeptidase activity (GO:2000116)	4/36	1.727147952250968E-4	0.01762727200067338	0	0	14.245014245014245	123.41693598843173	CST1;CST6;CST4;LTF
zymogen activation (GO:0031638)	4/36	1.727147952250968E-4	0.01728163921634645	0	0	14.245014245014245	123.41693598843173	FGA;FGG;PLAT;PRSS3
positive regulation of smooth muscle cell proliferation (GO:0048661)	4/37	1.924807274938965E-4	0.018889022161564496	0	0	13.860013860013861	118.57954991217314	HMOX1;IGF1;THBS1;ELANE
regulation of endothelial cell migration (GO:0010594)	5/69	2.035150426140122E-4	0.0195950426879114	0	0	9.29022668153103	78.96479595256744	NRP1;THBS1;DCN;AGT;VEGFA
regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041)	4/39	2.3682639231327446E-4	0.022380094073604438	0	0	13.149243918474689	109.77229726678908	FGA;FGG;HMOX1;THBS1
positive regulation of phagocytosis (GO:0050766)	4/39	2.3682639231327446E-4	0.021973183272266175	0	0	13.149243918474689	109.77229726678908	C3;AHSG;SFTPD;SFTPA1
positive regulation of secretion (GO:0051047)	3/16	2.419368778952955E-4	0.0220464979982088	0	0	24.03846153846154	200.16427165803842	NPR1;SPP1;ALOX12B
positive regulation of positive chemotaxis (GO:0050927)	3/16	2.419368778952955E-4	0.02165971733157356	0	0	24.03846153846154	200.16427165803842	VEGFB;PGF;VEGFA
regulation of substrate adhesion-dependent cell spreading (GO:1900024)	4/41	2.8808038013613754E-4	0.025346106548874307	0	0	12.507817385866167	101.96711718666569	NRP1;FGA;FGG;APOA1
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)	5/76	3.202339701669076E-4	0.027697524572232703	0	0	8.434547908232119	67.86824116534927	FGA;FGG;HMOX1;IGF1;THBS1
acute-phase response (GO:0006953)	3/18	3.485221172083399E-4	0.02964180606856931	0	0	21.367521367521366	170.12412106335464	IL1RN;AHSG;LBP
positive regulation of intracellular signal transduction (GO:1902533)	12/479	3.8759352955124025E-4	0.03242442264426195	0	0	3.2118194957443396	25.230619469122388	ECM1;PLK2;IGF2;HMOX1;ALOX12B;IGF1;THBS1;CDK5RAP3;DCN;AGT;LTF;VEGFA
positive regulation of activated T cell proliferation (GO:0042104)	3/19	4.1150800262076563E-4	0.0338697635060285	0	0	20.242914979757085	157.8073297691939	IGFBP2;IGF2;IGF1
regulation of epidermal cell differentiation (GO:0045604)	3/20	4.81365021138088E-4	0.03899056671218513	0	0	19.23076923076923	146.90162876840682	CTSL;CTSK;CTSV
regulation of signal transduction (GO:0009966)	8/233	4.976176686404371E-4	0.03967723379800235	0	0	4.401892813909981	33.479381575665315	IGFBP1;IGFBP5;IGFBP4;IGFBP3;IGFBP2;ZIC1;IGFBP6;TIMP1
regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	5/85	5.375040894583971E-4	0.042198205669326166	0	0	7.541478129713424	56.776577599522675	NRP1;IGF2;IGF1;AGT;VEGFA
glutathione derivative biosynthetic process (GO:1901687)	3/22	6.42870202832239E-4	0.049705555228074474	0	0	17.482517482517483	128.48894608305451	GSTA4;GSTA2;GSTA1
glutathione derivative metabolic process (GO:1901685)	3/22	6.42870202832239E-4	0.0489636812694465	0	0	17.482517482517483	128.48894608305451	GSTA4;GSTA2;GSTA1
negative regulation of cellular protein metabolic process (GO:0032269)	5/89	6.634119502679941E-4	0.049785164444376084	0	0	7.202535292422933	52.70897736923507	SERPINB3;IGFBP5;PLAT;CDK5RAP3;CST4
regulation of cell proliferation (GO:0042127)	15/740	6.937493788834121E-4	0.0513072910208993	0	0	2.5987525987525992	18.90176660137012	SERPINB3;IGFBP3;IGF2;PLG;IGF1;NCCRP1;THBS1;PGF;AGT;VEGFA;AZGP1;FTH1;IGFBP7;IGFBP6;TIMP1
positive regulation of cell-substrate adhesion (GO:0010811)	4/52	7.206023895821043E-4	0.05253191420053541	0	0	9.861932938856016	71.3552568397945	NRP1;FGA;FGG;APOA1
regulation of axon extension involved in axon guidance (GO:0048841)	3/23	7.350872274130945E-4	0.05283310030266227	0	0	16.722408026755854	120.66089279331868	NRP1;SEMA3F;VEGFA
positive regulation of cell junction assembly (GO:1901890)	3/23	7.350872274130945E-4	0.05209930724290307	0	0	16.722408026755854	120.66089279331868	NRP1;AGT;VEGFA
positive regulation of phosphatidylinositol 3-kinase signaling (GO:0014068)	4/53	7.74738206706206E-4	0.0541573845044078	0	0	9.675858732462506	69.30803467320658	IGF2;IGF1;DCN;AGT
positive regulation of endopeptidase activity (GO:0010950)	3/24	8.353133639175971E-4	0.05760275805502024	0	0	16.025641025641026	113.58499386837798	SERPINB3;SEMG2;SEMG1
positive regulation of axon guidance (GO:1902669)	2/6	8.883122339049933E-4	0.06044076439489575	0	0	42.73504273504273	300.26441290667566	NRP1;VEGFA
regulation of renal sodium excretion (GO:0035813)	2/6	8.883122339049933E-4	0.059645491179173435	0	0	42.73504273504273	300.26441290667566	NPR1;AGT
regulation of B cell activation (GO:0050864)	5/95	8.920761471094072E-4	0.059120319203887085	0	0	6.747638326585695	47.381640096580384	IGHG3;IGHG4;IGHG1;IGKC;IGHA1
positive regulation of nuclear division (GO:0051785)	3/25	9.438136052260794E-4	0.061747190095752344	0	0	15.384615384615385	107.16279789855417	NUSAP1;IGF2;IGF1
cellular iron ion homeostasis (GO:0006879)	4/56	9.543288533125961E-4	0.0616448118791668	0	0	9.157509157509157	63.685917911570925	TF;FTH1;HMOX1;CP
positive regulation of cell morphogenesis involved in differentiation (GO:0010770)	4/58	0.0010891702346226128	0.06947544634098991	0	0	8.841732979664014	60.32130084244752	NRP1;FGA;FGG;APOA1
response to hexose (GO:0009746)	3/27	0.0011866587458342845	0.07475950098755993	0	0	14.245014245014245	95.96315808642926	IGF2;IGF1;THBS1
negative regulation of smooth muscle cell proliferation (GO:0048662)	3/27	0.0011866587458342845	0.07384779975600432	0	0	14.245014245014245	95.96315808642926	IGFBP5;IGFBP3;HMOX1
regulation of blood vessel diameter (GO:0097746)	3/27	0.0011866587458342845	0.07295806722882354	0	0	14.245014245014245	95.96315808642926	NPR1;HMOX1;AGT
regulation of cyclic nucleotide metabolic process (GO:0030799)	2/7	0.0012372706273500286	0.07516419061151425	0	0	36.63003663003663	245.2325066790295	THBS1;VEGFA
positive regulation of insulin receptor signaling pathway (GO:0046628)	2/7	0.0012372706273500286	0.07427990601608467	0	0	36.63003663003663	245.2325066790295	IGF2;IGF1
positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:1903589)	2/7	0.0012372706273500286	0.07341618617868834	0	0	36.63003663003663	245.2325066790295	HMOX1;VEGFA
regulation of chemokine biosynthetic process (GO:0045073)	2/7	0.0012372706273500286	0.07257232196973788	0	0	36.63003663003663	245.2325066790295	HMOX1;ELANE
vascular endothelial growth factor signaling pathway (GO:0038084)	2/7	0.0012372706273500286	0.07174763649280905	0	0	36.63003663003663	245.2325066790295	NRP1;VEGFA
regulation of Cdc42 protein signal transduction (GO:0032489)	2/7	0.0012372706273500286	0.07094148327378873	0	0	36.63003663003663	245.2325066790295	NRP1;APOA1
positive regulation of leukocyte chemotaxis (GO:0002690)	4/61	0.0013156932799095699	0.07459980897087261	0	0	8.406893652795294	55.766217261215395	VEGFB;THBS1;PGF;VEGFA
acute inflammatory response (GO:0002526)	3/28	0.0013214963680072728	0.07410545017517707	0	0	13.736263736263735	91.05756280645855	AHSG;LBP;ELANE
B cell receptor signaling pathway (GO:0050853)	5/104	0.0013387733483229474	0.07425826517926089	0	0	6.163708086785011	40.77910192285364	IGHG3;IGHG4;IGHG1;IGKC;IGHA1
positive regulation of lymphocyte activation (GO:0051251)	5/104	0.0013387733483229474	0.07345978920959141	0	0	6.163708086785011	40.77910192285364	IGHG3;IGHG4;IGHG1;IGKC;IGHA1
cellular protein catabolic process (GO:0044257)	4/62	0.001397987802055676	0.07589289099883101	0	0	8.271298593879239	54.36494094698632	CTSL;CTSK;CTSV;CTSS
regulation of keratinocyte differentiation (GO:0045616)	3/29	0.00146559378147799	0.07872552701981245	0	0	13.262599469496022	86.54502396605557	CTSL;CTSK;CTSV
regulation of vasoconstriction (GO:0019229)	3/29	0.00146559378147799	0.0779054694466894	0	0	13.262599469496022	86.54502396605557	FGA;FGG;AGT
regulation of activated T cell proliferation (GO:0046006)	3/29	0.00146559378147799	0.0771023202771359	0	0	13.262599469496022	86.54502396605557	IGFBP2;IGF2;IGF1
iron ion homeostasis (GO:0055072)	4/63	0.0014838075337994475	0.07726397800998552	0	0	8.14000814000814	53.017043849028845	TF;FTH1;HMOX1;CP
regulation of proteolysis (GO:0030162)	4/63	0.0014838075337994475	0.07648353378766243	0	0	8.14000814000814	53.017043849028845	SERPINB3;SERPINB4;PLAT;CST4
positive regulation of endocytosis (GO:0045807)	4/64	0.0015732312737645505	0.08028199190020502	0	0	8.012820512820513	51.71974069332384	TF;AHSG;SFTPD;SFTPA1
regulation of protein activation cascade (GO:2000257)	5/108	0.0015828959684801676	0.07997542700152768	0	0	5.935422602089269	38.2745680092351	IGHG3;C3;IGHG4;IGHG1;IGKC
regulation of cell migration involved in sprouting angiogenesis (GO:0090049)	3/30	0.0016191794360833108	0.08100659472875622	0	0	12.820512820512821	82.38250998716842	HMOX1;THBS1;VEGFA
neuron projection extension involved in neuron projection guidance (GO:1902284)	2/8	0.0016412534852413947	0.08131375276880425	0	0	32.05128205128205	205.52227592374595	NRP1;SEMA3F
positive regulation of toll-like receptor 4 signaling pathway (GO:0034145)	2/8	0.0016412534852413947	0.08053188976141189	0	0	32.05128205128205	205.52227592374595	LBP;LTF
coronary vasculature morphogenesis (GO:0060977)	2/8	0.0016412534852413947	0.07976491938273178	0	0	32.05128205128205	205.52227592374595	NRP1;VEGFA
positive regulation of respiratory burst (GO:0060267)	2/8	0.0016412534852413947	0.07901242014327205	0	0	32.05128205128205	205.52227592374595	LBP;IGHA1
axon extension involved in axon guidance (GO:0048846)	2/8	0.0016412534852413947	0.07827398631015735	0	0	32.05128205128205	205.52227592374595	NRP1;SEMA3F
arginine catabolic process (GO:0006527)	2/8	0.0016412534852413947	0.0775492271776559	0	0	32.05128205128205	205.52227592374595	ARG2;ARG1
regulation of complement activation (GO:0030449)	5/109	0.001648720432135017	0.07718734279986231	0	0	5.8809691837214775	37.683814323675115	IGHG3;C3;IGHG4;IGHG1;IGKC
negative regulation of signal transduction (GO:0009968)	8/283	0.001738855558351133	0.08066709012968937	0	0	3.624173235480656	23.02991069035894	IGFBP5;AHSG;IGFBP3;APCDD1;THBS1;DCN;AGT;LTF
negative regulation of cell-cell adhesion (GO:0022408)	3/31	0.0017824748290712646	0.08194566714189787	0	0	12.40694789081886	78.53290976319687	IL1RN;APOA1;PLG
negative regulation of tumor necrosis factor superfamily cytokine production (GO:1903556)	3/31	0.0017824748290712646	0.08121400939955949	0	0	12.40694789081886	78.53290976319687	ARG2;LBP;LTF
negative regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902042)	3/31	0.0017824748290712646	0.08049530135177578	0	0	12.40694789081886	78.53290976319687	FGA;FGG;HMOX1
regulation of humoral immune response (GO:0002920)	5/113	0.0019322663849902747	0.08649434528601203	0	0	5.672793283412752	35.44963508206657	IGHG3;C3;IGHG4;IGHG1;IGKC
positive regulation of MAPK cascade (GO:0043410)	8/289	0.001982068879148264	0.0879521520895095	0	0	3.5489308845710235	22.087176262382936	NRP1;FGA;FGG;IGF2;ALOX12B;IGF1;ELANE;VEGFA
regulation of immune effector process (GO:0002697)	5/114	0.0020083950437700285	0.08835206817550392	0	0	5.623031938821413	34.92138642351104	IGHG3;C3;IGHG4;IGHG1;IGKC
ornithine metabolic process (GO:0006591)	2/9	0.002099392299803221	0.09156580261449433	0	0	28.49002849002849	175.67257427856464	ARG2;ARG1
negative regulation of heterotypic cell-cell adhesion (GO:0034115)	2/9	0.002099392299803221	0.0907898212364054	0	0	28.49002849002849	175.67257427856464	IL1RN;APOA1
regulation of cell-cell adhesion involved in gastrulation (GO:0070587)	2/9	0.002099392299803221	0.09002688156214989	0	0	28.49002849002849	175.67257427856464	IL1RN;APOA1
endothelial cell chemotaxis (GO:0035767)	2/9	0.002099392299803221	0.08927665754913197	0	0	28.49002849002849	175.67257427856464	NRP1;VEGFA
positive regulation of cholesterol esterification (GO:0010873)	2/9	0.002099392299803221	0.08853883393302345	0	0	28.49002849002849	175.67257427856464	APOA1;AGT
negative regulation of fibrinolysis (GO:0051918)	2/9	0.002099392299803221	0.08781310578603145	0	0	28.49002849002849	175.67257427856464	PLG;THBS1
sympathetic ganglion development (GO:0061549)	2/9	0.002099392299803221	0.08709917809671412	0	0	28.49002849002849	175.67257427856464	NRP1;SEMA3F
positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)	5/116	0.002167196413845949	0.0891871233859345	0	0	5.526083112290009	33.898767252074826	NRP1;IGF2;IGF1;AGT;VEGFA
positive regulation of endothelial cell migration (GO:0010595)	4/70	0.002189839006843475	0.08939798761537801	0	0	7.326007326007326	44.86393590265781	NRP1;THBS1;AGT;VEGFA
vascular endothelial growth factor receptor signaling pathway (GO:0048010)	4/70	0.002189839006843475	0.08868847977716073	0	0	7.326007326007326	44.86393590265781	NRP1;VEGFB;PGF;VEGFA
regulation of insulin receptor signaling pathway (GO:0046626)	3/34	0.0023327324928401915	0.09373176307845273	0	0	11.312217194570136	68.56012392333746	AHSG;IGF2;IGF1
cellular macromolecular complex assembly (GO:0034622)	3/34	0.0023327324928401915	0.09299948367940232	0	0	11.312217194570136	68.56012392333746	FGA;FGG;PDE4DIP
positive regulation of B cell activation (GO:0050871)	5/119	0.0024223044212673865	0.09582185629246102	0	0	5.386770092652446	32.444709931660675	IGHG3;IGHG4;IGHG1;IGKC;IGHA1
positive regulation of peptide secretion (GO:0002793)	3/35	0.002536946710126389	0.0995849158598074	0	0	10.989010989010989	65.67905498527413	FGA;FGG;IGF1
regulation of endothelial cell apoptotic process (GO:2000351)	3/35	0.002536946710126389	0.0988247256624043	0	0	10.989010989010989	65.67905498527413	FGA;FGG;THBS1
endothelial cell migration (GO:0043542)	3/35	0.002536946710126389	0.09807605349829518	0	0	10.989010989010989	65.67905498527413	NRP1;PRSS3;VEGFA
regulation of acute inflammatory response (GO:0002673)	5/121	0.002604072868091097	0.09991416425465315	0	0	5.297732570459844	31.525103686636115	IGHG3;C3;IGHG4;IGHG1;IGKC
ganglion development (GO:0061548)	2/10	0.002610828604653701	0.09942580872796894	0	0	25.641025641025642	152.51506756369344	NRP1;SEMA3F
cellular response to thyroid hormone stimulus (GO:0097067)	2/10	0.002610828604653701	0.0986893212559099	0	0	25.641025641025642	152.51506756369344	CTSL;CTSS
positive regulation of steroid metabolic process (GO:0045940)	2/10	0.002610828604653701	0.09796366448196939	0	0	25.641025641025642	152.51506756369344	APOA1;AGT
positive regulation of smooth muscle cell migration (GO:0014911)	2/10	0.002610828604653701	0.09724860123757545	0	0	25.641025641025642	152.51506756369344	NRP1;IGF1
receptor guanylyl cyclase signaling pathway (GO:0007168)	2/10	0.002610828604653701	0.09654390122860752	0	0	25.641025641025642	152.51506756369344	NPR1;NPPA
positive regulation of epithelial cell migration (GO:0010634)	4/74	0.0026828307278737025	0.098492699311795	0	0	6.930006930006931	41.03175883677254	NRP1;THBS1;AGT;VEGFA
complement activation, classical pathway (GO:0006958)	5/123	0.0027955399616224077	0.10189743160113676	0	0	5.211590577444236	30.642745479558396	IGHG3;IGHG4;IGHG1;IGKC;IGHA1
humoral immune response mediated by circulating immunoglobulin (GO:0002455)	5/125	0.0029969988523570346	0.10846585208211311	0	0	5.128205128205129	29.795609608093695	IGHG3;IGHG4;IGHG1;IGKC;IGHA1
organonitrogen compound biosynthetic process (GO:1901566)	6/181	0.002999797437905668	0.10780257975797623	0	0	4.249893752656184	24.688527468303285	ARG2;GSTA4;ARG1;GSTA2;GSTA1;APOA1
cellular response to cytokine stimulus (GO:0071345)	10/456	0.0031353815760946403	0.11188707820147517	0	0	2.8115159694107064	16.20840192712883	IGHG4;IL1RN;IGHG1;IL37;MMP3;HMOX1;TIMP1;LBP;DCN;VEGFA
regulation of cholesterol esterification (GO:0010872)	2/11	0.0031747138731931905	0.11250392288128369	0	0	23.31002331002331	134.09178949598427	APOA1;AGT
positive regulation of heterotypic cell-cell adhesion (GO:0034116)	2/11	0.0031747138731931905	0.11172803375796449	0	0	23.31002331002331	134.09178949598427	FGA;FGG
