Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
endosome lumen (GO:0031904)	3/24	8.353133639175971E-4	0.02865767386978833	0	0	16.025641025641026	113.58499386837798	CTSL;CTSK;CTSS
extrinsic component of external side of plasma membrane (GO:0031232)	2/7	0.0012372706273500286	0.03941590712843663	0	0	36.63003663003663	245.2325066790295	TF;PLG
specific granule lumen (GO:0035580)	4/62	0.001397987802055676	0.041566837314455436	0	0	8.271298593879239	54.36494094698632	ARG1;CAMP;ELANE;LTF
tertiary granule (GO:0070820)	6/164	0.001832498494238578	0.05108089552690036	0	0	4.690431519699812	29.559450965767898	ASAH1;FTH1;PRSS3;CTSS;CAMP;LTF
ficolin-1-rich granule lumen (GO:1904813)	5/123	0.0027955399616224077	0.07334181311079964	0	0	5.211590577444236	30.642745479558396	ASAH1;SERPINA1;CALML5;FTH1;CTSS
lytic vacuole (GO:0000323)	6/183	0.003166887332863564	0.07846843058095275	0	0	4.203446826397647	24.19086207402016	CTSL;CTSK;SFTPD;CTSV;MPO;CTSS
endocytic vesicle lumen (GO:0071682)	2/18	0.008521247395824046	0.20002507044934342	0	0	14.245014245014245	67.88023562531258	APOA1;LTF
endocytic vesicle (GO:0030139)	4/108	0.010197291122415915	0.2273995920298749	0	0	4.748338081671415	21.77413661062326	TF;SFTPD;APOA1;SFTPA1
ficolin-1-rich granule (GO:0101002)	5/184	0.01478047160570481	0.31390906362592125	0	0	3.4838350055741363	14.68244305881201	ASAH1;SERPINA1;CALML5;FTH1;CTSS
intermediate filament cytoskeleton (GO:0045111)	3/71	0.018075444608875516	0.3664385588890218	0	0	5.417118093174431	21.739983278648012	FLG;SLC1A6;EVPL
cytoplasmic vesicle lumen (GO:0060205)	4/129	0.018493819654011236	0.3586192854647396	0	0	3.975352812562115	15.862924569543795	C3;TF;AHSG;APOA1
rough endoplasmic reticulum (GO:0005791)	2/28	0.02000940628139407	0.37184146672923984	0	0	9.157509157509157	35.82008060367619	SFTPD;SFTPA1
multivesicular body (GO:0005771)	2/29	0.02138302547969631	0.3814731745577821	0	0	8.841732979664014	33.99785918292438	SFTPD;SFTPA1
cytoplasmic vesicle (GO:0031410)	5/215	0.026853341224754294	0.4606380840861698	0	0	2.9815146094215863	10.78522667074775	SERPINB3;NRP1;TF;SFTPD;APOA1
specific granule (GO:0042581)	4/160	0.03679498115830717	0.607798577652037	0	0	3.2051282051282053	10.584595591909627	ARG1;ELANE;CAMP;LTF
clathrin-coated vesicle (GO:0030136)	3/100	0.04349708435891429	0.6928464151455634	0	0	3.8461538461538463	12.057928343714277	TF;SFTPD;SFTPA1
clathrin-coated endocytic vesicle (GO:0045334)	2/50	0.05805247754891302	0.8928070685108692	0	0	5.128205128205129	14.5969635496469	SFTPD;SFTPA1
spherical high-density lipoprotein particle (GO:0034366)	1/8	0.06073287883778701	0.9028954653884335	0	0	16.025641025641026	44.89214849861595	APOA1
autolysosome (GO:0044754)	1/8	0.06073287883778701	0.8737698052146131	0	0	16.025641025641026	44.89214849861595	FTH1
HFE-transferrin receptor complex (GO:1990712)	1/8	0.06073287883778701	0.8464644988016564	0	0	16.025641025641026	44.89214849861595	TF
primary lysosome (GO:0005766)	1/10	0.07533445276005073	1.0	0	0	12.820512820512821	33.15150908771376	MPO
condensed nuclear chromosome kinetochore (GO:0000778)	1/11	0.08255043847948365	1.0	0	0	11.655011655011656	29.071629335040523	MIS12
late endosome (GO:0005770)	3/140	0.09661957102565347	1.0	0	0	2.7472527472527473	6.420258130974567	TF;SFTPD;SFTPA1
secondary lysosome (GO:0005767)	1/13	0.0968149789454771	1.0	0	0	9.861932938856016	23.027155379669647	FTH1
platelet dense granule lumen (GO:0031089)	1/14	0.10386439240175746	1.0	0	0	9.157509157509157	20.738728478910197	ECM1
very-low-density lipoprotein particle (GO:0034361)	1/15	0.11085913505430996	1.0	0	0	8.547008547008547	18.79910202705104	APOA1
secretory vesicle (GO:0099503)	1/16	0.1177996281079866	1.0	0	0	8.012820512820513	17.13758144829869	IGF1
exocytic vesicle (GO:0070382)	1/16	0.1177996281079866	1.0	0	0	8.012820512820513	17.13758144829869	IGF1
condensed chromosome kinetochore (GO:0000777)	1/19	0.13829977388820142	1.0	0	0	6.747638326585695	13.349066634614331	MIS12
platelet dense granule (GO:0042827)	1/21	0.15170286860984958	1.0	0	0	6.105006105006105	11.513012717041097	ECM1
transcriptionally active chromatin (GO:0035327)	1/22	0.15832653136454503	1.0	0	0	5.827505827505828	10.740651074249872	ICE2
Golgi lumen (GO:0005796)	2/98	0.1779256745634796	1.0	0	0	2.6164311878597593	4.516979001894479	GPC3;DCN
condensed chromosome, centromeric region (GO:0000779)	1/26	0.18431123094403512	1.0	0	0	4.930966469428008	8.338902750393322	MIS12
contractile fiber (GO:0043292)	1/26	0.18431123094403512	1.0	0	0	4.930966469428008	8.338902750393322	PDE4DIP
myofibril (GO:0030016)	1/27	0.19068187605935943	1.0	0	0	4.748338081671415	7.868702801091048	PDE4DIP
sarcoplasmic reticulum (GO:0016529)	1/29	0.20327522995644154	1.0	0	0	4.420866489832007	7.043299759641978	THBS1
intrinsic component of mitochondrial inner membrane (GO:0031304)	1/29	0.20327522995644154	1.0	0	0	4.420866489832007	7.043299759641978	L2HGDH
sarcoplasm (GO:0016528)	1/31	0.21567386227111168	1.0	0	0	4.1356492969396195	6.344036018337483	THBS1
integral component of mitochondrial inner membrane (GO:0031305)	1/33	0.227880764688172	1.0	0	0	3.8850038850038855	5.745659474413145	L2HGDH
Cajal body (GO:0015030)	1/34	0.23391323954845006	1.0	0	0	3.770739064856712	5.478148580458247	ICE2
small-subunit processome (GO:0032040)	1/35	0.2398988831818414	1.0	0	0	3.663003663003663	5.229076060425081	FCF1
polymeric cytoskeletal fiber (GO:0099513)	3/221	0.24835897595573705	1.0	0	0	1.740341106856944	2.42408648750323	FLG;POF1B;CDK5RAP3
early endosome (GO:0005769)	3/222	0.25044446165409756	1.0	0	0	1.7325017325017327	2.3986799948062845	NRP1;TF;APOA1
intermediate filament (GO:0005882)	1/46	0.3027514587710985	1.0	0	0	2.787068004459309	3.330108913486336	FLG
endoplasmic reticulum-Golgi intermediate compartment membrane (GO:0033116)	1/47	0.30820252631480144	1.0	0	0	2.727768685215494	3.210578721035622	SERPINA1
spindle microtubule (GO:0005876)	1/49	0.31897795231631954	1.0	0	0	2.6164311878597593	2.989621385614096	NUSAP1
actin filament (GO:0005884)	1/55	0.35031377745879777	1.0	0	0	2.331002331002331	2.445048995561641	POF1B
integral component of mitochondrial membrane (GO:0032592)	1/56	0.3553952955138986	1.0	0	0	2.2893772893772892	2.3684171257042466	L2HGDH
mitochondrial intermembrane space (GO:0005758)	1/57	0.36043732127638733	1.0	0	0	2.249212775528565	2.2951803946435234	FBXL4
azurophil granule membrane (GO:0035577)	1/58	0.3654401596511781	1.0	0	0	2.2104332449160036	2.2251386717082147	ACPP
Golgi-associated vesicle (GO:0005798)	1/58	0.3654401596511781	1.0	0	0	2.2104332449160036	2.2251386717082147	SERPINA1
lipid droplet (GO:0005811)	1/64	0.394651039646005	1.0	0	0	2.003205128205128	1.8624866756445497	SDR16C5
autophagosome (GO:0005776)	1/64	0.394651039646005	1.0	0	0	2.003205128205128	1.8624866756445497	FTH1
mitochondrial envelope (GO:0005740)	1/69	0.4179699251139061	1.0	0	0	1.858045336306206	1.6208580426126573	FBXL4
coated vesicle (GO:0030135)	1/71	0.42704558039581053	1.0	0	0	1.8057060310581439	1.5364112058374666	SERPINA1
bicellular tight junction (GO:0005923)	1/72	0.431530537644104	1.0	0	0	1.7806267806267806	1.4964690172027229	POF1B
COPII-coated ER to Golgi transport vesicle (GO:0030134)	1/75	0.44477718144486217	1.0	0	0	1.7094017094017095	1.3849262189233917	SERPINA1
preribosome (GO:0030684)	1/75	0.44477718144486217	1.0	0	0	1.7094017094017095	1.3849262189233917	FCF1
clathrin-coated vesicle membrane (GO:0030665)	1/81	0.4703572918245731	1.0	0	0	1.5827793605571383	1.1938313987159659	TF
phagocytic vesicle (GO:0045335)	1/83	0.47862101939240365	1.0	0	0	1.5446400988569664	1.1381621655480343	LTF
mitotic spindle (GO:0072686)	1/84	0.48270471366538836	1.0	0	0	1.5262515262515262	1.1116455603730653	NUSAP1
centrosome (GO:0005813)	4/461	0.4858489770554463	1.0	0	0	1.1124089215195507	0.8030006676377196	PLK2;PDE4DIP;CDK5RAP3;IVL
microtubule (GO:0005874)	2/210	0.48911413665884323	1.0	0	0	1.221001221001221	0.8732105109187442	NUSAP1;CDK5RAP3
dendrite (GO:0030425)	2/215	0.5015466036106173	1.0	0	0	1.1926058437686344	0.8229680947666066	C16ORF70;PLK2
centriole (GO:0005814)	1/95	0.5255808749215726	1.0	0	0	1.349527665317139	0.8680852896211614	PLK2
endoplasmic reticulum-Golgi intermediate compartment (GO:0005793)	1/95	0.5255808749215726	1.0	0	0	1.349527665317139	0.8680852896211614	SERPINA1
lytic vacuole membrane (GO:0098852)	2/233	0.5446706818355638	1.0	0	0	1.1004732034774953	0.6686188186049844	ACPP;CP
microtubule organizing center (GO:0005815)	4/507	0.5607610103440296	1.0	0	0	1.01148030142113	0.5851013713072143	PLK2;PDE4DIP;CDK5RAP3;IVL
perinuclear region of cytoplasm (GO:0048471)	3/378	0.5680496278979678	1.0	0	0	1.0175010175010175	0.5754441300549317	SPRR3;TF;HMOX1
recycling endosome (GO:0055037)	1/119	0.607260042469222	1.0	0	0	1.077354018530489	0.5373822167824405	TF
microtubule organizing center part (GO:0044450)	1/126	0.6283338174007534	1.0	0	0	1.0175010175010175	0.4728161348894539	PLK2
lysosomal membrane (GO:0005765)	2/291	0.6654622290414101	1.0	0	0	0.8811349017534584	0.35886280599004805	ACPP;CP
axon (GO:0030424)	1/141	0.6697835286397272	1.0	0	0	0.9092562284051646	0.3644305422667325	NRP1
chromatin (GO:0000785)	2/296	0.6745756673582325	1.0	0	0	0.8662508662508663	0.34101821442996033	SDR16C5;ICE2
mitochondrial inner membrane (GO:0005743)	2/341	0.7478041506519283	1.0	0	0	0.7519362358072036	0.2185233220321354	UCP2;L2HGDH
trans-Golgi network (GO:0005802)	1/185	0.7666892937468691	1.0	0	0	0.6930006930006931	0.1841120253538809	C16ORF70
spindle (GO:0005819)	1/186	0.7685260959001209	1.0	0	0	0.68927488282327	0.18147281475790603	NUSAP1
focal adhesion (GO:0005925)	2/356	0.7688864694991788	1.0	0	0	0.7202535292422934	0.18929123762367187	NRP1;PI4KA
nucleolus (GO:0005730)	4/676	0.7771905591640613	1.0	0	0	0.7586102260658474	0.19122265877251612	DDX19B;FCF1;NUSAP1;CDK5RAP3
nucleoplasm part (GO:0044451)	2/407	0.8295296111733718	1.0	0	0	0.63000063000063	0.11774489533906504	ICE2;IVL
nuclear body (GO:0016604)	3/618	0.8645172404002636	1.0	0	0	0.6223549912870301	0.09060494861310882	ICE2;FBXL4;IVL
Golgi subcompartment (GO:0098791)	2/479	0.8909370998538686	1.0	0	0	0.5353032492907231	0.06181759488493224	NDST2;C16ORF70
actin cytoskeleton (GO:0015629)	1/294	0.9016549840746649	1.0	0	0	0.4360718646432932	0.04514361290666349	POF1B
nuclear speck (GO:0016607)	1/296	0.903205901308369	1.0	0	0	0.43312543312543317	0.04409421881061242	FBXL4
mitochondrion (GO:0005739)	5/1026	0.9073211248628373	1.0	0	0	0.6247813265357125	0.06076550698539576	CASP14;ARG2;UCP2;ME1;L2HGDH
mitochondrial matrix (GO:0005759)	1/308	0.912014053995637	1.0	0	0	0.4162504162504163	0.03833661294688833	ARG2
cytoskeleton (GO:0005856)	2/520	0.9160596141474364	1.0	0	0	0.49309664694280086	0.04323167429916013	SLC1A6;EVPL
integral component of plasma membrane (GO:0005887)	7/1463	0.9441983942352022	1.0	0	0	0.613421666053245	0.035222041180909484	KIR3DS1;GPC3;CCR8;SLC1A6;APCDD1;LYVE1;GPR18
microtubule cytoskeleton (GO:0015630)	1/388	0.9534917534373872	1.0	0	0	0.3304255881575469	0.015736354317853286	CDK5RAP3
nuclear chromosome part (GO:0044454)	1/392	0.9549539979005768	1.0	0	0	0.3270538984824699	0.015074604068295989	MIS12
Golgi membrane (GO:0000139)	1/442	0.969800686409245	1.0	0	0	0.29005685114282403	0.008894508216383518	NDST2
